unterschreiben	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
unterschriebe	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
unterschreibe	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
unterschreibet	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befuget	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugtet	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugtest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugend	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugten	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befuge	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugen	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugte	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugst	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befugt	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigte	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtiget	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigtet	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigst	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigen	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigtest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigt	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigten	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtige	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
berechtigend	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimierst	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimierte	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimiertest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimieren	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimierend	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimierest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimiere	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimieret	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimierten	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimiertet	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
legitimiert	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigen	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigtet	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigte	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigend	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähige	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigten	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigst	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähiget	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigtest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigt	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
befähigest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestatteten	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestattest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestatte	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestattet	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestattetet	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestatten	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestattend	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestattetest	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
gestattete	1.8	1.1	[+1,+1,+1,+4,+1,+3,+1,+2]
Intakt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirken	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirke	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirkst	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirkt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirkend	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirkte	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirktest	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirkten	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirktet	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
gewirkt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
wirket	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappst	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
geklappt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappend	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klapptet	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappten	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappet	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappte	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappest	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappen	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klappe	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
klapptest	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwingt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwängst	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwänget	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwinge	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwänge	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwängen	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwingest	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwungen	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwang	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwinget	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwangt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwingend	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwangen	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwangst	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwingst	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
bezwingen	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegend	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegte	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegst	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegtest	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegten	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegtet	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
sieget	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegen	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
gesiegt	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siegest	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
siege	1.3	0.9	[+1,+0,+1,+2,+1,+1,+3]
dafürstehen	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
einträglich	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
einbringen	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
herausspringen	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
lukrativ	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
rentabel	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
rentierlich	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
auszahlen	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
rentieren	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
rentiert	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
rentierst	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
verlohnen	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
verlohnt	1.6	1	[+2,+1,+1,+1,+4,+1,+1,+2]
Zerfall	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zerfallen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zerfällt	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
altersschwach	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
baufällig	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
morsch	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
rissig	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
unstabil	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
abgestorben	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
dahingesunken	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
erstorben	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
niedergegangen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
vergangen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
verschwunden	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zerronnen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
auseinandergebrochen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
auseinandergerissen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
baufällig	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
eingebrochen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
entzweigebrochen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
entzweigegangen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
gebröckelt	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
kaputtgegangen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
runtergekommen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
verrabbensacken	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
verrottet	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
verwahrlost	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
verwittert	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zergangen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zerronnen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zersprungen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengebrochen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengebrochener	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengebrochene	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengebrochenem	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengebrochenen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengefallen	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengestürzt	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengestürzte	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengestürzten	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengestürzter	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zusammengestürztem	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
entzweit	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
unversöhnbar	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
unversöhnlich	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
verfeindet	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
verkracht	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
zerstritten	-1.5	0.5	[-2,-2,-1,-2,-1,-1]
begeisterst	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeisterten	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeistere	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeistertest	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeisternd	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeistert	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeistern	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeistertet	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeisterte	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreuten	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreutet	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreute	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreuest	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreuend	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreue	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreutest	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreuet	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreut	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreust	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreuen	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weidend	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weidetet	2.0	0.6	[+2,+2,+1,+3,+2,+2]
geweidet	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weide	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weideten	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weidetest	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weidet	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weidest	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weidete	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weiden	2.0	0.6	[+2,+2,+1,+3,+2,+2]
begeistern	2.0	0.6	[+2,+2,+1,+3,+2,+2]
erfreuen	2.0	0.6	[+2,+2,+1,+3,+2,+2]
ergötzen	2.0	0.6	[+2,+2,+1,+3,+2,+2]
sonnen	2.0	0.6	[+2,+2,+1,+3,+2,+2]
verlustieren	2.0	0.6	[+2,+2,+1,+3,+2,+2]
weiden	2.0	0.6	[+2,+2,+1,+3,+2,+2]
auskosten	2.0	0.6	[+2,+2,+1,+3,+2,+2]
ausschöpfen	2.0	0.6	[+2,+2,+1,+3,+2,+2]
durchkosten	2.0	0.6	[+2,+2,+1,+3,+2,+2]
genüsslich	2.0	0.6	[+2,+2,+1,+3,+2,+2]
gütlich	2.0	0.6	[+2,+2,+1,+3,+2,+2]
verbrannt	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennend	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbranntest	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennet	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennst	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennten	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrenntest	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbranntet	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennt	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrenne	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrenntet	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennte	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennen	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennest	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrannte	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrannten	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
verbrennen	-1.3	0.5	[-1,-2,-1,-1,-2,-1]
ertragt	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrugt	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertraget	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrügst	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrage	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertragend	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrüge	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrüget	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertragest	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
erträgt	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
erträgst	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrügen	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrug	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrugst	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrugen	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertragt	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrugt	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertraget	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrügst	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrage	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertragend	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrüge	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrüget	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertragest	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
erträgt	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
erträgst	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrügen	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertragen	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrug	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrugst	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
ertrugen	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkraftend	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkraftest	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkraftetest	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkraften	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkraftetet	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkraftete	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkrafte	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkrafteten	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
verkraftet	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
erkrankt	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
herumplagen	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
herumquälen	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
aushalten	-2.4	0.7	[-3,-3,-1,-2,-2,-3,-3,-2]
