Vorbereitungen für die letzte Aufnahme des Films. Wow. Wow wow wow wow wow wow.	1.959183673	0.0674	positive
@anonymous Ha, das ist großartig. Toller Song :D	1.649484536	0.6649	positive
Dem @anonymous beim Spielen zusehen.	0.309278351	0.0	neutral
schreckliche nachrichten heute abend. totales verdammtes durcheinander. fühle mich hilflos und krank.	-2.494736842	-0.6287	negative
Die Marine gewinnt!! Ich liebe Football :)	2.638297872	0.3592	positive
20.5%! Ich liebe es.	1.645833333	0.2294	positive
Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen #mets	2.505263158	0.0	neutral
@anonymous J-E-T-S Suck. Lutschen! SUCK! #GoPats	-2.315789474	0.0	neutral
Das kam gerade rein: Der Kongress baut Fenster in seine Bauchmuskeln ein und kann nun sehen, was um ihn herum vor sich geht http://url_removed	-0.663265306	0.4215	positive
Wenn Sie die RM620 hinauffahren und einen dicken Mann mit einem Fahrrad sehen, könnte ich eine Mitfahrgelegenheit brauchen.	-0.168421053	0.0	neutral
10 Santi Vigneti di Monteforte Soave (Soave Classico): Wow - Soave ist hier (erfrischend, blumig &amp; tropisch) *ernst* geworden, Leute!  $17 B	0.494736842	0.0	neutral
WTF?	-1.642105263	-0.5859	negative
Böser Weihnachtsmann BAD	-1.721649485	-0.5267	negative
Danke, Hermine, dass du meine Woche ruiniert hast.	-1.967391304	0.4404	positive
Wahnsinn. Wahnsinn. Sie nennen es Wahnsinn.	-1.103092784	0.25	positive
Ich muss auch ein Mississippi State Shirt für den Iron Bowl bestellen #farkolemiss	0.402061856	0.0	neutral
@anonymous :( Das ist furchtbar traurig :(	-1.757894737	-0.9062	negative
ugh. mir ging es SO GUT. und seit Donnerstag bin ich ein weinendes verdammtes Baby Arsch Chaos. saugen Sie es Depression.	-3.042105263	-0.1682	negative
Frohes Thanksgiving für Sie! Hoffentlich habt ihr ein tolles Essen, tolle Freunde und viel Spaß!!!	2.8	0.7242	positive
Habe gerade Torchwood beendet: Miracle Day. Fantastische Serie. Ich liebe es, dass sie die Sci-Fi ein wenig zurückgenommen haben. Tolle Storylines.	2.092783505	0.353	positive
Ich hasse dich, verdammt! Warum musst du die ganze Zeit eine verdammte Schlampe sein?!?	-3.510869565	-0.5816	negative
Fuhr an einem Büropark am MoPac vorbei. Anwohner: Google und Oracle.	0.168421053	0.0	neutral
Lorks! F1 auf Sky??!?!??   Scheiß auf Sky. Fuck fuck fuck fuck. F1 ist mein EINZIGES HOBBY.	-2.75257732	-0.0804	negative
Hoffnung ist wie erstaunliche Liebe mich #tweetlikegratton	1.684782609	0.8885	positive
Der Tag der Hausarbeit hat begonnen.	-0.257731959	0.0	neutral
Verdammte Tippfehler :(	-1.37755102	-0.7096	negative
Außerhalb der Umgehungsstraße ist es wirklich anders. Die Zeitung meiner Heimatstadt schreibt den Namen des ehemaligen Präsidenten &amp; der Ehefrau falsch, &amp; hat *klassige* Kommentare: http://url_removed	-0.765306122	-0.1366	negative
"Die Einwohner von Karlsbadistan werden als ""Karlsbadistaner"" bezeichnet."	0.175257732	0.0	neutral
lmao. Ich liebe #theoffice!	2.510204082	0.4841	positive
@anonymous das ist super süß. :) herzlichen Glückwunsch zum Geburtstag!	2.587628866	0.8346	positive
Modelle von Modellen den ganzen Tag	-0.25	0.0	neutral
Ich muss es tun. Ich fahre die großen Geschütze auf. 4 O'Clock Power Hour, und 2 Inseln tappen, um Time Walk zu wirken.	0.70212766	0.0911	positive
@anonymous Wow, das ist erstaunlich. Tolle Arbeit.	1.903225806	0.247	positive
Wow, ein fantastisches Ende für ein fantastisches Spiel. Ein ganz toller Super Bowl. Herzlichen Glückwunsch zum 6. Mal, Steelers!	2.87628866	0.784	positive
Heute Morgen war Spaß, Spaß, Spaß, Spaß... aber heute Nachmittag war Frühjahrsputz. Einen selbstreinigenden Ofen zu hüten, macht keinen Spaß.	0.071428571	0.2921	positive
Ich feiere meinen wunderbaren Mann. Alles Gute zum Geburtstag, Schatz!	2.882978723	0.8223	positive
wow perfekter himmel für diesen meteoritenschauer! fällt alle paar minuten hier riesig und hell... genial :D	2.568421053	0.7358	positive
"Hey Apple - ich bin dein größter Fan, aber die Bildunterschriften in den MobileMe Galerien sind scheiße. Entweder nur 5 Wörter oder man muss auf ""&amp"" klicken, um 2 Informationen zu erhalten."	-1.021505376	-0.3093	negative
Guten Morgen meine lieben Tweeps! :-D	1.873684211	0.6303	positive
Ich hätte nie gedacht, dass ich mal extra früh zur Arbeit kommen würde, um an einer Powerpoint zu arbeiten. #karrierefail ?	-0.785714286	0.0	neutral
Schlechter Bus! Stinkender Bus! Schlechter, schlechter Bus. Kein Keks!	-2.627659574	-0.3069	negative
Mehr Glück als Verstand.  #Gopats	1.4	0.3715	positive
verrückter tag. gut verrückt nicht schlecht verrückt oder verrückt verrückt. aber trotzdem verrückt.	-0.646464646	0.0826	positive
hatte heute Abend den besten Glücksbringer aller Zeiten. Danke Y. :)	1.849462366	0.4586	positive
Also, thank goodness for walkthroughs. :D	1.387096774	0.2553	positive
@anonymous haha! das ist genial. sie inspirieren so viel liebe und glück. du wirst einen fröhlichen song schreiben. oder einen über kohlenhydrate.	2.540816327	0.4053	positive
Kanada gewinnt eine Medaille im Schwimmen! :) Wow - hier kommt die Welt! ;)	2.897959184	0.4256	positive
Es ist offiziell. Ich werde heute Nachmittag am Fluss schlafen.	0.315217391	0.0	neutral
Hat die Sonne einen Geruch?	-0.021052632	0.0	neutral
Herzlichen Glückwunsch zum Geburtstag an den erstaunlich großartigen @anonymous. Ich hoffe, du hast einen tollen Geburtstag.	2.693877551	0.7853	positive
Beim Dunkin auf der 620. Viele Radfahrer aus diesem Morgen.	0.311827957	0.0	neutral
Ich habe kein Problem damit, zu verlieren, wenn es an meinen mangelnden Fähigkeiten liegt oder wenn ich überspielt werde. Aber ich hasse es, wegen technischer Schwierigkeiten zu verlieren. So wütend	-2.255319149	-0.3726	negative
14 Uhr ist die Stunde der Unproduktivität.	-0.978947368	0.0	neutral
DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE #royalwedding	-2.711340206	0.0	neutral
Heute ist der 8-9-10. Ein Hoch auf lustige Dates.	2.040816327	0.1591	positive
Chillen bei Starbucks in der Innenstadt auf der Sixth St. Ich warte darauf, dass die New Orleans Brass Band anfängt. Geht jemand hin?	0.684210526	0.0	neutral
ENTWICKLUNG GESTOPPT! ENTWICKLUNGSSTILLSTAND! VERHAFTETE ENTWICKLUNG! VERHAFTETE ENTWICKLUNG! http://url_removed	1.432989691	0.0	neutral
Verdammt, wir haben gerade den Strom verloren. Ich hasse das.	-1.541666667	-0.4593	negative
Ich fühle mich wie eine dumme Schlampe. Der verdammte #uterusdemon hat alles nur noch schlimmer gemacht. Scheiße.	-3.175257732	-0.5823	negative
Mein einziger politischer Tweet für diesen Monat ist nun abgeschlossen.	0.126315789	0.0258	positive
Oh, wow! Ich liebe die Idee hinter http://url_removed! =D	2.387755102	0.34	positive
Warum benutzen die Menschen immer noch Faxgeräte?	-0.462365591	0.0	neutral
Yay Dayquil. Juhu mit Glöckchen.	1.301075269	0.2633	positive
Ging für ein paar Entspannung Meilen in Royce City und Hunt County (Dank @anonymous für Frontage Straßen). Windig wie alle bekommen heute aus.	0.673684211	0.2384	positive
"Ich LIEBE Psych. liebe liebe liebe liebe liebe... Shawn macht die ""I believe""-Rede aus Bull Durham auf seine eigene Art und Weise? Großartig."	3.0625	0.5089	positive
"@anonymous oh vertrau mir, ich habe dieses eine Shirt, das von ""Ich mag es"" zu ""F*&amp;N&amp;* LONG HORNS DIE DIE DIE KILL KILL KILL"" wurde"	-1.947368421	0.4019	positive
@anonymous WOW!! Fantastisch.  Ich wette, du fühlst dich gut und entspannt :)  Was für ein tolles Geschenk zum Geburtstag!	3.042105263	0.5182	positive
Ich hatte heute Abend so eine tolle Zeit draußen. Gutes Lachen, tolle Freunde, dankbares Leben	2.197916667	0.7446	positive
"Das Wort ""gerecht"" ist ein kompliziertes Wort."	-0.357894737	-0.2732	negative
"Ich fange an, einen Song namens ""Shoot Me In The Face"" zu schreiben. Hat jemand einen Text, den er gerne hinzufügen würde? Bis jetzt habe ich ""Shoot in the Face ah"""	-0.821052632	0.0754	positive
In meinem Posteingang befinden sich über 11.000 E-Mails. Es ist also Zeit für ein wenig Aufräumarbeit.	-0.381443299	0.0	neutral
Ich hasse das. Ich hasse das. Ich hasse das. Ich hasse das. Ich hasse das.	-3.0	-0.5574	negative
Ich habe das Interview beendet. Jetzt weiter zu OH.	0.618556701	-0.0766	negative
Wow! Das war ein Wirbelsturm am ersten Tag der Sommerschulaktivitäten. So weit, so gut. Die Kinder sind aufgeregt. Ich bin aufgeregt. Die Schüler scheinen begeistert zu sein.	2.494845361	0.1129	positive
@anonymous wann kommt es für Droid heraus	0.043010753	0.0	neutral
Nachdem ich gestern Abend Los Amigos Invisibles gesehen habe, habe ich ein unstillbares Verlangen, Latino-Disco-Funk zu hören.	0.959183673	0.0	neutral
Ich sollte wahrscheinlich anfangen, über das Packen für mehrere Tage in Italien nachzudenken...	0.714285714	0.0	neutral
DIESE JULIET SCHLAMPE IST... EINE SCHLAMPE!! EINE RIESIGE SCHLAMPE!!! #LOST #andere #emotionalterrorism #whydoialwaysfallforit	-3.474226804	0.1515	positive
Wtf? 8-2...?  Wie bitte?	-1.75257732	-0.1953	negative
Das hat Spaß gemacht. Ich gewinne gerne bei Quizfragen	1.416666667	0.5103	positive
Twitter hat sich zu einem Monty-Python-Skit entwickelt: SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM ...	-1.822916667	0.0	neutral
hervorragend!	2.989361702	0.69	positive
wütend. so wütend. so verdammt wütend.	-3.368421053	-0.4918	negative
@anonymous das ist einfach lustig ich meine.. ich kann mir nicht vorstellen, dass ich so bin wie hey äh nicht danke mir okay? lol es ist einfach lustig aber nicht so haha lustig	0.673913043	0.2247	positive
Erstaunliche Erfahrung bei #soso. Großartige Gastfreundschaft, erstaunliche Einblicke. Vielen Dank an alle, die beigetragen, unterstützt und sich anderweitig beteiligt haben	2.520408163	0.641	positive
Der Dirby ist außer Kontrolle geraten.	-0.627659574	0.0	neutral
@anonymous Liebe es Ihre erstaunliche =D	2.639175258	0.8779	positive
@anonymous 11?	0.010526316	0.0	neutral
Hurra, ich habe offiziell 6000 Mal getwittert :P lol	1.923913043	0.872	positive
#TheSoundofMusic war okay. Tolle Produktion. Allerdings war ich nicht so begeistert von einigen der Darsteller. Aber geile, geile Sitze :)	1.287234043	0.2262	positive
Oh @anonymous, warum müssen Sie nicht einen nativen OS X-Client für vCenter haben?	-0.505263158	0.0	neutral
Gerade in Houston gelandet. Jetzt weiter nach San Jose, Costa Rica.	0.62244898	0.0	neutral
Puh, langer Tag. Jetzt zum Bowling!	1.051546392	0.0	neutral
Im suchen, um ein 3Br Haus in pgh mieten. Any leads?	0.204081633	0.0	neutral
glasierte Donuts mit Sahnefüllung. Es sind die einfachen Dinge, die mich in Schwung halten.	1.452631579	0.2633	positive
Könnte Volpaia verwenden	0.020618557	0.0	neutral
Omg das ist ein schlimmer Fehlschuss :( #Frenchopen	-1.947368421	-0.7003	negative
Die Olympischen Spiele waren letzte Nacht um 21 Uhr auf Platz 1. American Idol hat zum ersten Mal seit 6 Jahren den Spitzenplatz verloren. Ich schätze, unterhaltsamer Sport und eine gute Geschichte überlagern die langweilige AI-Folge.	0.610526316	0.0	neutral
Betrunkener Fahrer verhaftet, angeklagt in Unfall, der Mount Arlington Polizeibeamten getötet | http://url_removed	-1.691489362	-0.8834	negative
Ein weiterer großartiger Abend. Hurra, gute Freunde und gutes Essen!	2.835051546	0.7522	positive
Ich hasse Leute, die Geld haben und sich für GOTT halten! FU Schlampe stell deinen verdammten Wecker und lass mich in Ruhe	-3.614583333	-0.664	negative
Es tut mir leid, das sagen zu müssen, aber das Klischee des hungernden Künstlers ist beschissen, dumm und ich hasse es.	-2.350515464	-0.9607	negative
Furcht ist der Weg zur dunklen Seite. Furcht führt zu Wut. Wut führt zu Hass. Hass führt zu Leiden. - Yoda	-0.453608247	-0.5402	negative
Danke, Brighton. Schöner Spaß. Nun, WIE konnte JEDWARD den #cbb nicht gewinnen?	0.778947368	0.2749	positive
@anonymous Ich habe keinen großen Unterschied in der Geschwindigkeit festgestellt, aber es ist viel kühler.	1.021276596	-0.1045	negative
epischer sieg! gutes spiel kanadas! ... aber nicht gut genug! #wjhc :-)	1.760416667	0.0707	positive
"lol @anonymous spaß? buch, ja, mammo, nein. die ""entwarnung"" zu bekommen ist irgendwie spaßig. aber in - - gequetscht zu werden ist nie spaßig."	-0.354166667	0.3123	positive
Superruhige Schicht heute. Die gute Art :)	1.947916667	0.3635	positive
Blah blah blah, Fußball, blah blah wütende Auseinandersetzung, blah blah. Wie auch immer. Schau dir das süße Auto an!!! http://url_removed	-0.422680412	-0.0035	negative
@anonymous @anonymous Ich bürge von ganzem Herzen für @anonymous's Bastardness. Er ist ein mit Bastard beschichteter Bastard mit Bastardfüllung.	-2.526315789	0.0	neutral
Ich fühle mich komisch. Komisch seltsam nicht komisch haha.	-0.041237113	-0.0889	negative
Schießerei in Arizona: Verletztes Opfer verhaftet, Drohungen vorgeworfen - latimes.com: http://url_removed via @anonymous	-1.898989899	-0.3592	negative
Papierkram ist noch schlimmer. RT @anonymous: Ich hasse Papierkram.	-1.479166667	-0.4989	negative
Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla	-3.136842105	-0.9891	negative
Verdammt langweilig	-2.010638298	-0.4019	negative
@anonymous :'( :'(	-1.968085106	-0.7506	negative
Ich fahre übers Wochenende in den Süden. Ich muss hier raus.	0.505263158	0.0	neutral
"WAS ZUR HÖLLE IST MIT ""KEINE MONOPOLE"" PASSIERT?!?!! Ich bin wütend, @anonymous, sehr wütend!"	-2.96875	-0.6575	negative
Zigarrengeruch ist absolut ekelhaft. Ekelhaft ekelhaft ekelhaft	-1.958333333	0.0	neutral
@anonymous Ich denke auf jeden Fall, dass es ein Fehler in den Ortungsdiensten ist - ich benutze ständig ortsbezogene Anwendungen und mein 4S stirbt viel schneller als mein 4	-0.9375	0.1027	positive
@anonymous Das ist großartig!  Ich liebe diese Art von Socken... sie machen so viel Spaß!  Es ist mir egal, dass ich 35 bin, ich kann Spaß haben! LOL	2.666666667	0.6426	positive
Scheiße! Ich habe eine Socke verloren! Verdammte Wäsche.	-2.402061856	-0.4831	negative
Wtf mit dat news... Wtf schlechte Nachrichten Braun ist tot ...wtf	-2.884210526	-0.9442	negative
Wow, was für ein großartiger Tag, der frühe Tag mit großartiger Gesellschaft und der spätere Tag mit noch großartigerer Gesellschaft. Und LOOOTS of walking :)	3.021052632	0.6805	positive
Der heutige Tag war wunderbar, die Arbeit war friedlich &amp; Spaß und beendete den Tag mit leckerem Thai-Essen mit einigen wunderbaren Freunden. #lovelife #living	2.989473684	0.4792	positive
Hier ist eine sehr lebendige Typografieseite. Ich freue mich darauf, zu recherchieren! http://url_removed	1.237113402	0.3487	positive
Spaß!	2.418367347	0.5707	positive
"Wenn ich ""Juhu"" sage, nimm an, ich sage ""Juhu"" wie Kermit."	1.357894737	0.0	neutral
Ich hasse, hasse, hasse Blue Shield.	-2.875	-0.8957	negative
Yayuhhh! KristaaaaaYna hat gerade all diesen BUM-Schlampen gezeigt, wie man mit ihrem betrunkenen Arsch in dieser Schlampe einen Moonwalk hinlegt! #LehhGoooBiiiiitchh !!!!	0.791666667	-0.1127	negative
@anonymous großartig! Viel Glück! Kann es kaum erwarten, es zu hören!	2.144329897	0.4197	positive
Juhu, Fortschritt! \o/	1.959183673	0.5097	positive
Erwähnte Possum Kingdom.  Jetzt höre ich The Toadies in meinem Kopf.	0.326315789	0.0	neutral
hasst den Verkehr	-2.926315789	-0.5574	negative
Wahnsinn! Anstrengender Tag! :) :) :)	1.824742268	0.2521	positive
@anonymous wie wäre es, wenn wir eine Hüpfburg in die Luft jagen!	0.747368421	0.0	neutral
Chip Kelly ist mein Kumpel für das, was er gerade mit Lane Kiffen macht.	1.360824742	0.5994	positive
nach 6 Jahren Latkefest hier im Casa de Haha machen meine besten Freunde heute Abend die Latkes bei sich zu Hause. es ist unnötig zu sagen: juhu! juhu! juhu!	2.3125	0.0879	positive
@anonymous Erzählen Sie mir davon.  Bin immer noch hier, werde jetzt nach Hause gehen und laufen. Vielleicht fahre ich raus ins Red Raider Land hier in Texass.	0.031914894	0.0	neutral
Ich habe nicht genug Zeit. Kann mir jemand heute etwas Zeit geben?	-0.587628866	0.0	neutral
Schlechte Laune schlechte Laune schlechte Laune.	-2.608247423	-0.8271	negative
R.I.P. George Kuchar. Was für ein schrecklicher, schrecklicher Verlust.	-2.705263158	-0.2896	negative
"Wow! ""True Blood"" war heute Abend gut."	2.164948454	0.0	neutral
Auf Wiedersehen Magic Kingdom!!! :'( :'( :'( Warten auf den Bus zurück zum Resort für DME :'( :'( :'(	-1.178947368	-0.4797	negative
Hunde + Marionetten + Briten = Sieg! Gewinnen! Gewinnen! Danke, @anonymous für #Mongrels http://url_removed	2.375	0.4093	positive
Juhu! Ein toller Abend mit wunderbarer Gesellschaft wie immer :-D Und wieder einmal war der Marathon unvollständig... ;-)	2.147368421	0.4541	positive
Verdammte Bastarde vom Land	-1.6875	-0.4588	negative
Erste Regel der IT:  Computer lügen nicht.  Menschen schon.	-0.494736842	-0.2633	negative
ICH LIEBE DIESE KÜKEN! SO GROSSARTIG! #Emmys @anonymous @anonymous @anonymous @anonymous YAY!	2.773195876	0.3906	positive
FREITAG! ES IST FREITAG! SPASS SPASS SPASS!	3.141414141	0.0	neutral
Tolles Essen, tolle Geschichten, tolle Freunde, tolle Schokolade... Ein fantastischer Abend gestern Abend. Mögen die Weihnachtsfeiern beginnen!	3.060606061	0.673	positive
Und das Serienfinale von Lost gewinnt den Titel WORST FUCKING FINALE FUCKING EVER FUCKING D: D: D: @anonymous @anonymous @anonymous @anonymous	-3.257731959	-0.8591	negative
Juhu! Das Umstands-Cocktailkleid, das ich bei @anonymous bestellt habe, ist da, passt und sieht super süß aus! Hurra!	2.614583333	0.4647	positive
Habe gerade Starbucks VIA Instant-Kaffee probiert. Fühlt sich wässrig an, hat aber einen gewissen Geschmack. Übermäßig weich, nicht bitter. Inoffensive &amp; besser als Bürogebräu.	0.804123711	0.224	positive
Unisex-Badezimmer: Sehr pc, aber nicht sehr praktisch.	-0.659793814	-0.3934	negative
Vergleichstest der Geschwindigkeit: Speakeasy.net (2. Google-Geschwindigkeitstest-Suchergebnis) sagt 32.58mbps down/6.76mbps up	0.126315789	0.0	neutral
Ich hasse Windows, verdammt.	-3.080808081	-0.5574	negative
So sauer!!! Verdammter UPS!	-2.989473684	-0.5454	negative
Ich habe meinen Flug geschafft =D	1.791666667	0.6597	positive
Ich habe Probleme mit dem Support eines Anbieters.  Zeit, meinen Vertriebsmitarbeiter aufzusuchen...	-1.237113402	-0.1366	negative
"Ich liebe es, wenn Leute etwas Lustiges sagen und ihre Beiträge mit ""viel Liebe"" beenden (lol). So süß! Lol &lt;3"	1.888888889	0.5166	positive
Schon wieder überfährt mich ein HP-Mitarbeiter fast auf dem Parkplatz #stillbitter	-2.114583333	0.0	neutral
18 Trinklieder zum Anstoßen auf das Ende der Prohibition, by @anonymous: http://url_removed	0.551020408	-0.34	negative
Juhu. SD hat angeboten, uns alle zum Abendessen einzuladen. Jaaaa. Ich muss nicht kochen. Juhu.	1.697916667	0.0592	positive
Da es jetzt heller ist, schalten wir das Licht in unserem Büro erst um 16 Uhr an. *Fenster	0.520833333	0.1012	positive
Und dann fand ich 20 Dollar in meiner Gesäßtasche!	2.391752577	0.0	neutral
Ist Schwertfisch ein italienisches Gericht?	0.010869565	0.0	neutral
Das ist so geil :-D	2.329787234	0.8656	positive
Verdammte Scheiße #luther	-1.927835052	-0.7506	negative
Mein IPhone ist also zuverlässiger als das Time Warner-Kabel. Das ist eine echte Leistung.	-0.56122449	0.4895	positive
Jetzt sitze ich im Coffee Bean und trinke einen Americano, um die Atlassian-Suite einzurichten.	0.697916667	0.0	neutral
Der Aufstieg von Google, der Aufstieg von Facebook und der Niedergang von allen anderen http://url_removed	-0.47826087	0.4404	positive
Baylor könnte endlich Mack Brown schlagen.	0.565217391	-0.4767	negative
Ich habe heute bei Dillard's einen neuen Anzug gekauft und von meiner Mutter eine Tumi-Laptoptasche zum Geburtstag bekommen.	1.510204082	0.4404	positive
Zeitung aus South Carolina entschuldigt sich für schmutziges Wort, ihr sensiblen Arschlöcher [PSA]:     [Link] [18 Kommentare] http://url_removed	-1.652173913	-0.7269	negative
Guten Morgen, liebe Tweethearts! Wer will etwas Liebe? :D	2.195876289	0.6404	positive
Zufälliger morgendlicher Test der Breitbandgeschwindigkeit: 13,2 MBit/s nach unten, 6,1 nach oben. Ich brauche ein neues Hobby.	-0.255319149	0.1071	positive
Macht ihnen die Hölle heiß, macht ihnen die Hölle heiß, macht ihnen die Hölle heiß!	0.282608696	0.0	neutral
RT @anonymous: Wandel ist gut. Wandel ist gut. Wandel ist gut. Wandel ist gut. Wandel ist gut. Wandel ist gut.	1.291666667	0.4767	positive
