url	sentiment	text
https://www.holidaycheck.de/hr/bewertungen-hotel-wanda-realm/1c663600-4cf5-30ac-a7fe-5846cab615f3/-/p/1	positive	Sehr zentral. Altstadt kann zu Fuss erreicht werden. Viele Restaurants/Einkaufsmoeglichkeiten in naechster Naehe.
https://www.holidaycheck.de/hr/bewertungen-hotel-four-points-by-sheraton-qingdao/ade0020d-47ab-371e-8613-e88a64e99deb/-/p/1	positive	Großzügig, sauber, mit Schreibtisch, Badewanne und extra Dusche
https://www.holidaycheck.de/hr/bewertungen-gurong-hotel/ea849c11-1db3-4eb6-a8ca-213a730b4270/-/p/1	positive	Hotel nahe der Altstadt von Dali Das Gu Rong Hotel liegt zurückgesetzt an der Hauptstraße nahe an der autofreien Altstadt. Durch die Lage ist in manchen Zimmern der Geräuschpegel relativ hoch. Der Check-in lief trotz der sprachlichen Schwierigkeiten freundlich und problemlos ab. Das Zimmer war etwas dunkel mit Fenster in Richtung Hauptstraße. Die Betten waren extrem hart und das Kopfkissen äußerst unbequem. Die Hotelanlage ist mit vielen Blumen und Wasser sehr ansprechend gehalten. Das Frühstück war für chinesische Verhältnisse geradezu üppig, auch mit westlichen Produkten.
https://www.holidaycheck.de/hr/bewertungen-hilton-beijing-capital-airport/f99eb30b-109d-393c-9a8a-983cfbd6e4b2/-/p/5	positive	Gutes Flughafenhotel in Peking gutes (etwas kühles) Flughafenhotel mit einem sehr guten Service, der ideal für Geschäftsleute mit Kurzaufenthalt ist / die ZImmer sind modern und geräumig sowie ruhig / das Frühstück ist zu empfehlen
https://www.holidaycheck.de/hr/bewertungen-the-qube-hotel/e9e7bf89-ea02-3f33-b7b9-28e51ba966d0/-/p/2	positive	Gut von PVG Airport zu erreichen Sehr gutes Business Hotel, ca. 200 m von der U-Bahn entfernt. Die -Bahn braucht nur ca. 10 min zum Pudong Airport. Jederzeit wieder
https://www.holidaycheck.de/hr/bewertungen-hotel-four-points-by-sheraton-suzhou/31c36511-6ec9-308b-a734-2a9e05567360/-/p/1	positive	Nettes Hotel für einen kurzen Aufenthalt Sehr saubere Zimmer und gutes Frühstück, allerdings verursachen die Fahrstühle morgens einen ziemlichen Stau.
https://www.holidaycheck.de/hr/bewertungen-renaissance-shanghai-yu-garden-hotel/79423bfb-06ed-37d4-ac26-34667886ef51/-/p/5	positive	erstklaasig. sauber, freundliches, zuvorkommendes personal an der rezeption und besonders im Restaurant
https://www.holidaycheck.de/hr/bewertungen-hilton-shanghai-hongqiao/35a7d7b8-0f25-3a64-a195-60240a6fb007/-/p/2	positive	Sehr gutes Hotel außerhalb Das Hotel hat nur einen Nachteil - es liegt für Touristen zuweist außerhalb. Mit dem Txi benötigt man ca 50 Minuten und es kostet ca. 50 RMB.Ansonsten tolles Hotel, sehr freundliches Personal , sehr gute Executive Lounge mit gutem Speiseangebot und bequeme Zimmer, die groß sind.
https://www.holidaycheck.de/hr/bewertungen-langham-place-guangzhou/98c42b5f-c186-421a-a67b-680425448a56/-/p/1	positive	Empfehlenswert günstige Lage Direkt gegenüber der Messe, sehr praktisch. Das Sortiment der Minibar ist überschaubar, aber das ist eine Kleinigkeit. Hätte das Hilton die gleiche Lage, würde ich das Hilton vorziehen.
https://www.holidaycheck.de/hr/bewertungen-hotel-futian-shangri-la-shenzhen/b0a3e446-1c19-3e37-8af2-a3ebc4288453/-/p/1	positive	Ausgezeichnetes Hotel in guter Lage Das Futjian Shangri-La ist ein ausgezeichnetes Stadthotel. Die 5 Sterne sind auf alle Fälle gerechtfertigt. Ein sehr freundliches Personal ist immerzu bemüht alle Wünsche schnellstens auszuführen. Die Qualität der Küche ist hervorzuheben. Fazit: Ich kann das Hotel nur wärmstens empfehlen. Sauberkeit: A+++++
https://www.holidaycheck.de/hr/bewertungen-hotel-le-garden/bab4c24b-af22-3048-a393-e1610c7ee484/-/p/3	positive	Modernes Hotel, Frühstück mit Mängeln Modernes Hotel mit großen saubren Zimmern. große Betten, mit Glas abgetrennte Badzelle (nicht im jedem Zimmer). Nach Ablehnung von 2 Zimmern (1. hatte starken Raucher-Geruch, 2. zu laut, da zur großen Verkehrsstraße am Hotel) erhielten wir ein schönes, ruhiges Zimmer zum Innenhof gelegen.Frühstückrestaurant war nicht so zu empfehlen, da die Bedienung sich viel Zeit mit dem Abräumen und Tisch-Reinigung lies, Nachfüllen von Kaffee (Selbstbedienung) etc. dauerte auch immer ewig. Positiv war, dass Eier und auch chinesisches Frühstück von Köchen vor Ort zubereitet wurde.Wenige Gehminuten entfernt (aus dem Hotel raus links entlang) ist ein großes Shopping-Center.Abgesehen von den Mängeln beim Frühstück kann man das Hotel trotzdem empfehelen.
https://www.holidaycheck.de/hr/bewertungen-howard-johnson-plaza-shanghai/a18a219e-7d0c-3073-9426-efb7f1fe424b/-/p/1	positive	Sehr großes und sauberes Zimmer mit Badewanne, Fernseher und Minibar.
https://www.holidaycheck.de/hr/bewertungen-shangri-la-hotel-changchun/3a74e418-dc94-3275-a26e-c7199e74b0d6/-/p/4	positive	Immer wieder gerne Das Hotel ist sehr zu empfehlen für Geschäftsreisende. Ferienreisende dürften in dies Gegend Chinas kaum kommen. Personal ist sehr freundlich und hilfsbereit.Trotz zentraler Lage muß immer ein Taxi genommen werden.
https://www.holidaycheck.de/hr/bewertungen-hotel-crowne-plaza-suzhou/95a87a36-89dc-3b7b-bb42-19f69c9a80c8/-/p/1	positive	Sauber und schöne Lage am See Ruhige lange an einem See und nahe großen Einkaufszentrum. Gutes und großes interkontinentales Frühstücksbüffet, saubere Zimmer
https://www.holidaycheck.de/hr/bewertungen-green-court-serviced-apartment-shanghai/e99aac2c-d23d-3c89-98fb-99f9523c03f0/-/p/1	positive	Das Frühstück ist sehr ausgiebig und es wird neben westlichen auch chinesisches Essen angeboten.
https://www.holidaycheck.de/hr/bewertungen-hotel-hyatt-on-the-bund/461b6da0-4cb5-31f5-888c-70c2b3629a64/-/p/1	positive	Die Uferpromenade des Bund erreicht man zu Fuß in ca. 10 Minuten. Die U-Bahnanbindung ist nicht ganz so gut: Die nächste Station (International Passenger Transport Center, Linie 12) liegt rund 1 km entfernt. ImHotel ein großer Indoor-Pool (Achtung: Badekappen-Pflicht, die kann man aber leihen), Whirlpools, Sauna & Steam.
https://www.holidaycheck.de/hr/bewertungen-hotel-hilton-sanya-resort-spa/52dcb615-f774-3eb5-8404-8d3ed916650c/-/p/1	positive	Zentral am Meer, direkter Standzugang, ca. 10min Gehminuten von Restaurants entfernt.
https://www.holidaycheck.de/hr/bewertungen-greentree-alliance-zhuhai-jida-jiuzhou-harbour-hotel/1bc12201-f4ee-49b0-826b-235816c62278/-/p/1	positive	Günstiges Hotel nahe Macau Ordentliches Hotel, alles sauber. Ich habe dort während einer Reise durch Südchina eine Nacht übernachtet, bevor ich mir Macau angeschaut habe. Das Hotel liegt in der Grenzstadt Zhuhai. Grund der Übernachtung dort waren die deutlich günstigeren Preise als in Macau. Ich habe das Hotel zunächst nicht finden können. Das Problem war eine falsche Einzeichnung auf meiner Offlinekarte. Bei Google Maps ist es aber richtig eingezeichnet. Das Personal sprach kein Englisch, nur Chinesisch. Man wurde auch direkt und ganz selbstverständlich auf Chinesisch angesprochen. Einfache Chinesischkenntnisse sind also sehr hilfreich (gilt allgemein für China). Auch ohne Chinesischkenntnisse sollte ein Check-In und Check-Out möglich sein, solange man keine besonderen Wünsche hat.
https://www.holidaycheck.de/hr/bewertungen-kempinski-hotel-beijing-lufthansa-center/bf558fe3-e124-3436-ae22-7845baf098c7/-/p/3	positive	Klassisches Hotel mit europäischem Flair Gut gelegenes Hotel im Herzen von Peking. Zimmer sind teils renoviert, wir hatten dabei Glück :)Das Frühstück hat neben den chinesischen Spezialitäten ein reichhaltiges deutsches Frühstück – hervorragendes Brot aus deutscher Bäckerei, das man nach einem längeren Aufenthalt in China durchaus zu schätzen lernt  Service ist sehr gut und freundlich. Wir kommen gerne wieder
https://www.holidaycheck.de/hr/bewertungen-hilton-hotel-xian/a29d2fad-8701-30c3-acb9-cad39b8d4b5f/-/p/1	positive	Tolle Lage innerhalb der antiken Stadtmauer. Nahe dem Bahnhof.
https://www.holidaycheck.de/hr/bewertungen-the-hongta-hotel/9dc788c1-619e-3a40-b653-b8142c4e328f/-/p/2	positive	Perfekter Service Das St. Regis in Shanghai ist eine gute Adresse für Geschäftsreisende aber auch für Touristen. Die Zimmer sind gross und das Frühstück ist sehr gut. Die Lage ist etwas abseits aber mit Taxen sehr gut erreichbar.
https://www.holidaycheck.de/hr/bewertungen-hotel-grand-hyatt-shenyang/86fd94da-c7b8-3929-a38f-3119720c4d89/-/p/2	positive	Ich hatte nur Frühstück. Das Angebot war überragend. Klassisches Frühstück und chinesische Speisen. Von der Breze bis zu Sushi war alles vorhanden.Im italienischen Restaurant ganz oben im Hotel konnte man leckerste Speißen zu sich nehmen.
https://www.holidaycheck.de/hr/bewertungen-banyan-tree-yangshuo/0794049d-2c37-4411-a104-3d9e07ebe162/-/p/1	positive	Entspannen in China Wunderschöne Anlage und sehr hilfsbereites Personal. Wir waren bei nicht wirklich perfektem Wetter dort, konnten die Zeit jedoch trotzdem sehr geniessen. Den Bamboo-Ride nicht vergessen...
https://www.holidaycheck.de/hr/bewertungen-hotel-jin-an/003928de-4afa-3de1-8828-c7ed0934f939/-/p/1	positive	Stadthotel mit gutem Frühstück Das Hotel liegt im Herzen von Changchun in Chongqing. Eine große Lobby und viele Mitarbeiter im Service sorgen für einen problemlosen Aufenthalt. Der Service, wie auch das sehr gute Frühstück würden mich zum Wiederkommen verleiten, wenn nur der entsetzliche Rauchgestank auf den Zimmern nicht wäre. Schade eigentlich.
https://www.holidaycheck.de/hr/bewertungen-hotel-mandarin-oriental-sanya/c3434151-c575-3c9c-a87f-6b59fe849b86/-/p/1	positive	Vom Flughafen nahmen wir ein Taxi ( 100 CNY ) und fuhren eine halbe Stunde. Alternativ kann man sich vom Hotel auch abholen lassen. Das Hotel liegt etwas abseits vom belebten Dadonghai Beach - man ist aber jederzeit in wenigen Minuten mit einem Taxi dort, das kostet nur 2 - 3 €. Das Hotel bietet nachmittags zusätzlich einen kostenfreien Shuttlebus an. Am Dadonghai Beach gibt es einige preisgünstige Restaurants und viele Touristen. Wir waren zur Erholung da und haben keine Ausflüge gebucht.
https://www.holidaycheck.de/hr/bewertungen-hotel-crowne-plaza-suzhou/95a87a36-89dc-3b7b-bb42-19f69c9a80c8/-/p/2	positive	Großzügige Zimmer mit viel extra Schnickschnack. Zum Beispiel Bose Soundsystem für iPod/Iphone, Fernbedienung für Gardinen/Vorhänge etc.
https://www.holidaycheck.de/hr/bewertungen-hengshan-picardie-hotel/293377a9-d7b7-3877-b477-f2404b33fa92/-/p/1	positive	Traditonelles sehr gutes Hotel mit leisen Zimmern Sehr ruhige und große Zimmer, sehr sauber, top Materialen und ein klasse Frühstück! Rauchen wie überall in Shanghai, bitte draussen, ist ja auch gut so!
https://www.holidaycheck.de/hr/bewertungen-zhangjiakou-venice-hotel/e1d9e839-4b6a-46c9-8184-37e406b0ba4a/-/p/1	positive	Hardware Top - Software Flopp Das Hotel hat 5* und das ist auch so. Es ist riesig, prunkvoll und im Zimmer hat man allen erdenklichen Luxus. Leider ist es nur auf Chinesen ausgerichtet. Es wird kaum englisch gesprochen und dementsprechend ist auch das Restaurant Angebot. Frühstück auch sehr chinesisch. Lieber ein internationales Hotel nehmen.
https://www.holidaycheck.de/hr/bewertungen-park-plaza-beijing-science-park/bd78f17a-2a46-322b-8153-0f64184fff7f/-/p/5	positive	Die Zimmer sind geräumig, verfügen über kostenlosen Safe, nur englisch-und chinesisch-sprachiges-TV, Minibar, Fön,.. Bettwäsche und Handtücher werden jeden Tag gewechselt. Ein Zimmer verfügt über 3 Telefone und Internetanschluss.Der Lärmpegel des Straßenverkehr konnte nicht ganz eingedämmt werden.Die Einrichtung kompensierte die Lärmbelästigung durch den Verkehr, so dass man sich rundum wohlfühlen konnte.
https://www.holidaycheck.de/hr/bewertungen-the-one-executive-suites-by-kempinski-shanghai/058ec10a-071d-32b9-a203-00399061bbf4/-/p/1	positive	Alles super! Gutes Essen, man spricht deutsch! Große Zimmer mit einem tollen Ausblick! Liegt direkt an der Nangshing Road.
https://www.holidaycheck.de/hr/bewertungen-radisson-blu-hotel-shanghai-new-world/5f2a1765-8258-390a-aa4b-1579e0773adc/-/p/6	positive	"Nettes Hotel am People's Square Das Radisson liegt direkt am People's Square, die Lage ist also optimal. Was nicht fußläufig zu erreichen ist erreicht man leicht mit der Metro.Das Hotel ist schon etwas älter und spielt nicht mehr in der gleichen Liga wie die anderen 5* Objekte in der Gegend wie Royal Meridien, Sofitel oder JW Marriott, aber es ist immer noch gut in Schuss. Preis/Leistungsmäßig ist es oft unschlagbar (wir haben so ca. 65 EUR bezahlt).Von der Dachbar (und wenn man Glück hat auch vom Zimmer) hat man einen tollen Ausblick auf die ""Lightshow"" der Wolkenkratzer in Pudong."
https://www.holidaycheck.de/hr/bewertungen-insail-hotels-dongshankou-subway-station-guangzhou/b5efdc15-3b63-4398-be84-47d600cb20e7/-/p/1	positive	Ordentlich und sauber. Ausreichend Platz.
https://www.holidaycheck.de/hr/bewertungen-sheraton-hotel-xian-north-city/241c1e7e-d1ed-3ba0-9ec5-de112d35b50a/-/p/1	positive	Sheraton Xian North City Hotel Hotel topmodern. Zimmer sind klasse und laden zum entspannen ein. Das Frühstück wie auch die Gerichte im Restaurant sind sehr lecker.
https://www.holidaycheck.de/hr/bewertungen-shanghai-marriott-pudong-east/59e1c857-b338-3a43-af89-db3a1e6dd1a5/-/p/1	positive	Business Hotel Pudong zum Zweiten Der gute Eindruck aus dem ersten Aufenthalt hat sich bestätigt.Dieses Mal konnte ich auch die Gegend erkunden und ein paar Restaurants und Bars in der Nähe ausprobieren. Die Preise sind selbst für Shanghai hoch und während der WM wohl nochmals angezogen.Einen guten Kilometer entfernt gibt es einen Carefour Supermarkt zum Einkaufen und ein paar Restaurants. Ein deutscher oder englischer TV-Sender auf dem Zimmer wären super, um Fussball zu schauen. Evtl. ist CCTV 6 mit den chinesischen Kommentaren aber auch besser als KMH und Oliver Kahn im ZDF :-)
https://www.holidaycheck.de/hr/bewertungen-hotel-renaissance-beijing-capital/4378afd9-ba34-3b2f-b33d-0332e4338644/-/p/2	positive	Schönes Stadthotel in zentraler Lage Das Renaissance Capital Hotel ist ein Hochhausgebäude mit 22 Stockwerken. Es liegt im 3. Ring der Verkehrsführung von Peking und ist etwa 6km vom Tianamenplatz entfernt.Es ist ein großes aber absolut ruhiges Hotel.
https://www.holidaycheck.de/hr/bewertungen-cordis-beijing-capital-airport/9c2a44ac-25c1-3cbb-a117-04796bf79295/-/p/1	positive	Eben in unmittelbarer Nähe des Flughafens. Macht Nur Sinn wenn man dort zu tun hat.
https://www.holidaycheck.de/hr/bewertungen-hilton-urumqi/ffe204be-ef96-484f-844a-1a8fb04a5c69/-/p/1	positive	Basis für Ausflüge zu Ski Resorts Liegt sehr gut zum Flughafen und die Ausflüge zu den Skigebieten in der Umgebung lassen sich sehr gut mit dem Hotel-Shuttel unternehmen...
https://www.holidaycheck.de/hr/bewertungen-china-world-hotel/91f2f803-391f-396e-833b-199bdac081f3/-/p/1	positive	Tolles Hotel, super Service in der Horizont Lounge Sehr schönes Hotel mit gutem Essen und ausgezeichnetem Service insbesondere in der Horizont Lounge und guter Anbindung an das U-Bahnetz!
https://www.holidaycheck.de/hr/bewertungen-hotel-holiday-inn-tianjin-riverside/4fdb3e37-807c-31a3-b21d-767bba41b994/-/p/1	positive	Für mich absolut ok
https://www.holidaycheck.de/hr/bewertungen-park-plaza-beijing-science-park/bd78f17a-2a46-322b-8153-0f64184fff7f/-/p/1	positive	Die nächste U-Bahn-Station ist nur 5 Gehminuten entfernt. Es gibt einige Läden in der Umgebung.
https://www.holidaycheck.de/hr/bewertungen-himalayas-qingdao-hotel/24d69f4c-b070-4052-94c9-03d64345f24b/-/p/1	positive	Das Hotel ist ca. 30min Taxifahrt vom Flughafen entfernt (ca. 100 RMB ohne Stau).
https://www.holidaycheck.de/hr/bewertungen-novotel-beijing-xin-qiao/8a5b314c-ed02-3c04-a43a-f5c6c58b3ab9/-/p/2	positive	Internationales Flair mitten im Herzen der Stadt Gepflegtes Hotel mitten im Herzen von Peking. Sehr freundliche Angestellte. Positive Atmosphäre! Super zentral gelegen!
https://www.holidaycheck.de/hr/bewertungen-aroma-tea-house/def1790a-6d7e-3a15-abae-598a0db92401/-/p/1	positive	Spa & Wellness. Das Aroma Tea House ist das ehemalige Jing Guan Ming Lou Museum Hotel und bietet Sammlungen alter chinesischer Antiquitäten und moderne Kunstgalerien. Des Weiteren werden Koch-, Chinesisch- und Malkurse sowie Kurse zur Herstellung von Tee angeboten.
https://www.holidaycheck.de/hr/bewertungen-hotel-holiday-inn-tianjin-riverside/4fdb3e37-807c-31a3-b21d-767bba41b994/-/p/1	positive	Ich habe hier nur gefrühstückt.TOP
https://www.holidaycheck.de/hr/bewertungen-hotel-jianguo/7a45af6e-50f5-3778-b525-5f529d557c35/-/p/1	positive	Das Früstücksbüfett war gut
https://www.holidaycheck.de/hr/bewertungen-hotel-pullman-shanghai-skyway/60b72496-5826-331f-b64b-ba47cce371ed/-/p/1	positive	Ich würde das Hotel weiterempfehlen. Das Badezimmer war ein Traum. Eine freistehende Badewanne, eine ebenerdige Regendusche und ein großer Spiegel.
https://www.holidaycheck.de/hr/bewertungen-hotel-marco-polo-wuhan/078f111d-0375-35ef-be70-5a99deb9a737/-/p/1	positive	Business Trip Wuhan Sehr tolles Hotel. Super Lage direkt am Fluss. Zimmer sind sehr geräumig. Sehr gute Ausstattung. Grosses Badezimmer. Alles sehr komfortabel.
https://www.holidaycheck.de/hr/bewertungen-cordis-beijing-capital-airport/9c2a44ac-25c1-3cbb-a117-04796bf79295/-/p/4	positive	Direkt am Flughafen - Lage top, wer in Peking zum Weiterfliegen übernachten muss; ansonsten in der Umgebung nichts weiter zu finden
https://www.holidaycheck.de/hr/bewertungen-hotel-hyatt-on-the-bund/461b6da0-4cb5-31f5-888c-70c2b3629a64/-/p/6	positive	Top Lage, Top Hotel. Generell erwarte ich von einem Hyatt-Hotel in dieser Kategorie überdurchschnittliche Leistungen. Die Lage des Hauses ermöglicht einen grandiosen Ausblick - wenn man ein Zimmer mit Flußblick auswählt. Wir reisten zu zweit an (mit getrennten Reservierungen, 1 Zimmer Flußblick, 1 Zimmer Standard) und bekamen unaufgefordert ein Upgrade für das einfache Zimmer angeboten - zu einem Preis von 100 Yuan, das sind ca. 10 €. das Hotelpersonal spricht gut Englisch und versteht auch die Fragen der Gäste. Taxis werden über die Fahrtroute instruiert, den zu erwartenden Fahrpreis haben wir vom Concierge ebenfalls erfahren. Das Hotel bietet auch einen Limousinenservice an - zur Abholung am Flughafen zu empfehlen - allerdings mußten wir am Flughafen gut 45 Minuten auf den Wagen warten. Das Frühstücksbuffet ist in seiner Auswahl an westlichen und östlichen Speisen schwer zu übertreffen.
https://www.holidaycheck.de/hr/bewertungen-hotel-courtyard-by-marriott-shanghai-pudong/9dbe83e2-8b3c-30f4-9eed-bdfe2e2154fa/-/p/1	positive	Gut aufgehoben in Fengxian. Das Hotel hat eine gute Lage und  bietet alle Annehmlichkeiten die erwartet werden. Ein erstklassiges Business Hotel der gehobenen Klasse
https://www.holidaycheck.de/hr/bewertungen-hotel-the-portman-ritz-carlton/0b2ac028-20f3-3a00-a937-956bb0a9332c/-/p/1	positive	Nanjing Lu West
https://www.holidaycheck.de/hr/bewertungen-hotel-grand-hyatt-shanghai/02ca0450-a139-332a-9869-2d045b832184/-/p/6	positive	Beeindruckend Das Grand Hyatt Shanghai ist im Jin-Mao Tower in Pudong gelegen und erstreckt sich über die oberen Etagen des Gebäudes. Ab dem 80. Stockwerk hat man von den Suiten aus die besten Ausblicke über die Stadt und das Umland. Sehr empfehlenswert, wenn auch teuer, sind die im Hotel gelegenen Restaurants, mit tollen Auswahlmöglichkeiten. Leider kann man vom Flughafen Pudong nicht mit der Maglev Bahn bis nach 'Downtown' Pudong fahren und ans Hotel kommen. Hier muss man für die letzten 5-10Km ein Taxi nutzen. Für Besucher in Shanghai ist das Hotel absolut empfehlenswert. Vor allem das Atrium der Lobby wird einen bleibenden Eindruck hinterlassen.
https://www.holidaycheck.de/hr/bewertungen-hotel-hyatt-on-the-bund/461b6da0-4cb5-31f5-888c-70c2b3629a64/-/p/8	positive	Unter Berücksichtigung des Alters des Hotels (Eröffnung in 2007) sind die Zimmer in einem tadellosen Zustand und absolut neuwertig. Im Gegensatz zum US-typischen Einerlei-Kitsch vieler Kettenhotels überzeugte uns das Hyatt on the Bund mit einer klaren - asiatisch insperierten - Linie in der Einrichtung. Das offene, jedoch durch Schiebeelemente vollständig verschliessbare Bad besticht durch hochwertige Sanitärausstattung (Waschtische von Duravit, Armaruren von Dornbracht) und eine erstaunliche Grosszügigkeit.
https://www.holidaycheck.de/hr/bewertungen-hilton-beijing/518a6359-7c30-3748-9df5-d78d7a2be41a/-/p/2	positive	Mit dem Taxi ist man je nach Stau in 20 - 30 Minuten in der Innenstadt bzw. im Sanlitun.
https://www.holidaycheck.de/hr/bewertungen-hotel-grand-mercure-on-renmin-square/28b1ab4a-e0c7-34b2-abe7-ba5993c25643/-/p/1	positive	Feines und kleines Stadthotel im Herzen Xi'ans sehr schönes zentral gelegenes Stadthotel in Xi'an zum günstigen Preis, sehr freundliches Personal, Zimmer zur Straße leider lärmüberlagert
https://www.holidaycheck.de/hr/bewertungen-hotel-indigo-shanghai-on-the-bund/a58c83bd-82c6-3ff9-92d6-7baea97cc002/-/p/3	positive	Hatten sehr grosses Zimmer. Alles Neu eingerichtet. Wunderschönes Design wie man es von einem Boutique Hotel erwartet. Wir haben super gut geschlafen in dem Hotel, ausgezeichnete Matratzen. Hatten super Ausblick zum Bund und Pudong. Badezimmer: sehr sauber und neuster Standard. Das Zimmer verfügte über Wlan, Flatscreen, Safe etc.
https://www.holidaycheck.de/hr/bewertungen-new-world-beijing-hotel/512c1698-5a64-3ba8-8c24-5e8f9f41729c/-/p/1	positive	Es gibt einen Fitnessraum sowohl einen Pool. Zum Pool selbst kann ich nichts sagen, aber der Fitnessraum war 1A. Nagelneue Geräte - einzig das Iphone-Kabel auf den Laufbändern könnte mal ausgetauscht werden, da der Stecker nur in die alten Iphone-Geräte (unter 5 oder 4?) passen, da das noch die breiten Stecker sind. Das Kabel ist da, um z.B. Serien auf den TV direkt vor dem Laufband zu übertragen. So wie ich mitbekommen habe, kann man auch Personal Trainer-Stunden buchen, da das einige Gäste gemacht hatten. Etwas schade finde ich, dass das Hotel keinerlei Sightseeing-Touren anbietet bzw. auch an niemanden verweisen kann. Ich wollte mir einen Fahrer zur Großen Mauer sowie Karten für die Verbotene Stadt organisieren. Da die zu verkaufenden Karten für die verbotene Stadt auf auf 80.000/Tag limitiert wurden, was ich vorher leider nicht wusste und da ich in der Oktober-Feiertagswoche vor Ort war, waren die Karten bereits jeden Tag alle über das Internet ausverkauft. Hier hatte ich an der Rezeption nachgefragt, ob man mir beim Kauf behilflich sein kann, da die Webseite auf chinesisch ist, aber man konnte bzw. wollte mir hier nicht helfen. Über eine Internetseite habe ich erfahren, dass auch ausländische Touristen die Karten über das Internet beziehen können und dabei oft chinesische Tourenanbieter behilflich sind, also gehe ich davon aus, dass die Personen an der Rezeption mir nicht helfen wollten. :-) Wie auch immer, ich bin dann üper Umwege und nicht ganz legal doch noch an die Karte gekommen und konnte dann die verbotene Stadt besichtigen. Zur Mauer haben wir dann einen Fahrer von einem anderen Hotel, in dem Freunde übernachtet hatten, organisiert. Hier besteht auf jeden Fall noch Service- und Handlungsbedarf. :-)
https://www.holidaycheck.de/hr/bewertungen-hotel-grand-hyatt-shanghai/02ca0450-a139-332a-9869-2d045b832184/-/p/2	positive	Feel like a Princess Das Hotel ist eins der schönsten in dem ich bisher war. Man hat einen tollen Blick über die Stadt, die Ausstattung der Zimmer ist grandios, ebenso der Service
