37	positive	Magen gefüllt, juhu, zurück auf der Straße, juhu
38	positive	Langes, aber wirklich lustiges Wochenende. Ich bin so froh, dass ich wieder in einer lustigen Beziehung bin. Ein gutes Gefühl!!!
39	positive	Wowser. Danke für die Glückwünsche, ihr Lieben :)
40	positive	wow
41	positive	Bin gerade dabei, die neueste @anonymous zu hören. Unbeirrbar aufgeregt.
42	negative	Apfelmus, Schlampe.
43	positive	Wow, @anonymous und @anonymous, ich liebe die heutige PCW: http://url_removed Nette Mischung aus niedlichen Charakterdesigns und lustiger Pointe.
44	positive	Ich habe gerade die Smiley-Taste auf meinem Handy entdeckt :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-)
45	positive	Erster Tag der ohca-Messe. Frühstück und dann Spielzeit!
46	positive	Ich liebe Juwel. Sie ist wunderschön. =)
47	positive	Herzlichen Glückwunsch zu Ihrer Auszeichnung für herausragende Leistungen D.B. @anonymous! Und vielen Dank für diese großartige Rede http://url_removed
48	negative	Was ist das Licht am Ende des Tunnels? Der Ausgang oder ein Zug?
49	negative	Gelangweilt, verwirrt, gefrustet :|
50	positive	"Sprechen Sie mir nach: ""dcpromo ist mein Freund... dcpromo ist mein Freund"""
51	positive	Ein Hoch auf die neuen Möglichkeiten!
52	positive	Oh Yay! Butler won! I love it when Florida loses :D
53	positive	Alles Gute zum Geburtstag Jim Price!! :-) (du bist großartiger als du dir erträumen kannst) Hoffentlich war der heutige Tag der beste aller Zeiten!!  :-D
54	positive	macht sich nach einem Brunch bei Panera in Conway auf den Weg zum Rock, um Fußball zu spielen.
55	negative	NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN. RT @anonymous: Pedroia auf dem Weg nach Boston für eine mögliche Knieoperation? WTF WTF
56	negative	Mein Bruder hat gerade gefragt, ob Houston Nutt die Spielzüge für Texas vorgibt. Lauf durch die Mitte. Lauft durch die Mitte. Lauft durch die Mitte.
57	positive	Vorbereitungen für die letzte Aufnahme des Films. Wow. Wow wow wow wow wow wow.
58	positive	@anonymous Ha, das ist großartig. Toller Song :D
59	positive	Dem @anonymous beim Spielen zusehen.
60	negative	schreckliche nachrichten heute abend. totales verdammtes durcheinander. fühle mich hilflos und krank.
61	positive	Die Marine gewinnt!! Ich liebe Football :)
62	positive	20.5%! Ich liebe es.
63	positive	Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen Bogen #mets
64	negative	@anonymous J-E-T-S Suck. Lutschen! SUCK! #GoPats
65	negative	Das kam gerade rein: Der Kongress baut Fenster in seine Bauchmuskeln ein und kann nun sehen, was um ihn herum vor sich geht http://url_removed
66	negative	Wenn Sie die RM620 hinauffahren und einen dicken Mann mit einem Fahrrad sehen, könnte ich eine Mitfahrgelegenheit brauchen.
67	positive	10 Santi Vigneti di Monteforte Soave (Soave Classico): Wow - Soave ist hier (erfrischend, blumig &amp; tropisch) *ernst* geworden, Leute!  $17 B
68	negative	WTF?
69	negative	Böser Weihnachtsmann BAD
70	negative	Danke, Hermine, dass du meine Woche ruiniert hast.
71	negative	Wahnsinn. Wahnsinn. Sie nennen es Wahnsinn.
72	positive	Ich muss auch ein Mississippi State Shirt für den Iron Bowl bestellen #farkolemiss
73	negative	@anonymous :( Das ist furchtbar traurig :(
74	negative	ugh. mir ging es SO GUT. und seit Donnerstag bin ich ein weinendes verdammtes Baby Arsch Chaos. saugen Sie es Depression.
75	positive	Frohes Thanksgiving für Sie! Hoffentlich habt ihr ein tolles Essen, tolle Freunde und viel Spaß!!!
76	positive	Habe gerade Torchwood beendet: Miracle Day. Fantastische Serie. Ich liebe es, dass sie die Sci-Fi ein wenig zurückgenommen haben. Tolle Storylines.
77	negative	Ich hasse dich, verdammt! Warum musst du die ganze Zeit eine verdammte Schlampe sein?!?
78	positive	Fuhr an einem Büropark am MoPac vorbei. Anwohner: Google und Oracle.
79	negative	Lorks! F1 auf Sky??!?!??   Scheiß auf Sky. Fuck fuck fuck fuck. F1 ist mein EINZIGES HOBBY.
80	positive	Hoffnung ist wie erstaunliche Liebe mich #tweetlikegratton
81	negative	Der Tag der Hausarbeit hat begonnen.
82	negative	Verdammte Tippfehler :(
83	negative	Außerhalb der Umgehungsstraße ist es wirklich anders. Die Zeitung meiner Heimatstadt schreibt den Namen des ehemaligen Präsidenten &amp; der Ehefrau falsch, &amp; hat *klassige* Kommentare: http://url_removed
84	positive	"Die Einwohner von Karlsbadistan werden als ""Karlsbadistaner"" bezeichnet."
85	positive	lmao. Ich liebe #theoffice!
86	positive	@anonymous das ist super süß. :) herzlichen Glückwunsch zum Geburtstag!
87	negative	Modelle von Modellen den ganzen Tag
88	positive	Ich muss es tun. Ich fahre die großen Geschütze auf. 4 O'Clock Power Hour, und 2 Inseln tappen, um Time Walk zu wirken.
89	positive	@anonymous Wow, das ist erstaunlich. Tolle Arbeit.
90	positive	Wow, ein fantastisches Ende für ein fantastisches Spiel. Ein ganz toller Super Bowl. Herzlichen Glückwunsch zum 6. Mal, Steelers!
91	positive	Heute Morgen war Spaß, Spaß, Spaß, Spaß... aber heute Nachmittag war Frühjahrsputz. Einen selbstreinigenden Ofen zu hüten, macht keinen Spaß.
92	positive	Ich feiere meinen wunderbaren Mann. Alles Gute zum Geburtstag, Schatz!
93	positive	wow perfekter himmel für diesen meteoritenschauer! fällt alle paar minuten hier riesig und hell... genial :D
94	negative	"Hey Apple - ich bin dein größter Fan, aber die Bildunterschriften in den MobileMe Galerien sind scheiße. Entweder nur 5 Wörter oder man muss auf ""&amp"" klicken, um 2 Informationen zu erhalten."
95	positive	Guten Morgen meine lieben Tweeps! :-D
96	negative	Ich hätte nie gedacht, dass ich mal extra früh zur Arbeit kommen würde, um an einer Powerpoint zu arbeiten. #karrierefail ?
97	negative	Schlechter Bus! Stinkender Bus! Schlechter, schlechter Bus. Kein Keks!
98	positive	Mehr Glück als Verstand.  #Gopats
99	negative	verrückter tag. gut verrückt nicht schlecht verrückt oder verrückt verrückt. aber trotzdem verrückt.
100	positive	hatte heute Abend den besten Glücksbringer aller Zeiten. Danke Y. :)
101	positive	Also, thank goodness for walkthroughs. :D
102	positive	@anonymous haha! das ist genial. sie inspirieren so viel liebe und glück. du wirst einen fröhlichen song schreiben. oder einen über kohlenhydrate.
103	positive	Kanada gewinnt eine Medaille im Schwimmen! :) Wow - hier kommt die Welt! ;)
104	positive	Es ist offiziell. Ich werde heute Nachmittag am Fluss schlafen.
105	negative	Hat die Sonne einen Geruch?
106	positive	Herzlichen Glückwunsch zum Geburtstag an den erstaunlich großartigen @anonymous. Ich hoffe, du hast einen tollen Geburtstag.
107	positive	Beim Dunkin auf der 620. Viele Radfahrer aus diesem Morgen.
108	negative	Ich habe kein Problem damit, zu verlieren, wenn es an meinen mangelnden Fähigkeiten liegt oder wenn ich überspielt werde. Aber ich hasse es, wegen technischer Schwierigkeiten zu verlieren. So wütend
109	negative	14 Uhr ist die Stunde der Unproduktivität.
110	negative	DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE #royalwedding
111	positive	Heute ist der 8-9-10. Ein Hoch auf lustige Dates.
112	positive	Chillen bei Starbucks in der Innenstadt auf der Sixth St. Ich warte darauf, dass die New Orleans Brass Band anfängt. Geht jemand hin?
113	positive	ENTWICKLUNG GESTOPPT! ENTWICKLUNGSSTILLSTAND! VERHAFTETE ENTWICKLUNG! VERHAFTETE ENTWICKLUNG! http://url_removed
114	negative	Verdammt, wir haben gerade den Strom verloren. Ich hasse das.
115	negative	Ich fühle mich wie eine dumme Schlampe. Der verdammte #uterusdemon hat alles nur noch schlimmer gemacht. Scheiße.
116	positive	Mein einziger politischer Tweet für diesen Monat ist nun abgeschlossen.
117	positive	Oh, wow! Ich liebe die Idee hinter http://url_removed! =D
118	negative	Warum benutzen die Menschen immer noch Faxgeräte?
119	positive	Yay Dayquil. Juhu mit Glöckchen.
120	positive	Ging für ein paar Entspannung Meilen in Royce City und Hunt County (Dank @anonymous für Frontage Straßen). Windig wie alle bekommen heute aus.
121	positive	"Ich LIEBE Psych. liebe liebe liebe liebe liebe... Shawn macht die ""I believe""-Rede aus Bull Durham auf seine eigene Art und Weise? Großartig."
122	negative	"@anonymous oh vertrau mir, ich habe dieses eine Shirt, das von ""Ich mag es"" zu ""F*&amp;N&amp;* LONG HORNS DIE DIE DIE KILL KILL KILL"" wurde"
123	positive	@anonymous WOW!! Fantastisch.  Ich wette, du fühlst dich gut und entspannt :)  Was für ein tolles Geschenk zum Geburtstag!
124	positive	Ich hatte heute Abend so eine tolle Zeit draußen. Gutes Lachen, tolle Freunde, dankbares Leben
125	negative	"Das Wort ""gerecht"" ist ein kompliziertes Wort."
126	negative	"Ich fange an, einen Song namens ""Shoot Me In The Face"" zu schreiben. Hat jemand einen Text, den er gerne hinzufügen würde? Bis jetzt habe ich ""Shoot in the Face ah"""
127	negative	In meinem Posteingang befinden sich über 11.000 E-Mails. Es ist also Zeit für ein wenig Aufräumarbeit.
128	negative	Ich hasse das. Ich hasse das. Ich hasse das. Ich hasse das. Ich hasse das.
129	positive	Ich habe das Interview beendet. Jetzt weiter zu OH.
130	positive	Wow! Das war ein Wirbelsturm am ersten Tag der Sommerschulaktivitäten. So weit, so gut. Die Kinder sind aufgeregt. Ich bin aufgeregt. Die Schüler scheinen begeistert zu sein.
131	positive	@anonymous wann kommt es für Droid heraus
132	positive	Nachdem ich gestern Abend Los Amigos Invisibles gesehen habe, habe ich ein unstillbares Verlangen, Latino-Disco-Funk zu hören.
133	positive	Ich sollte wahrscheinlich anfangen, über das Packen für mehrere Tage in Italien nachzudenken...
134	negative	DIESE JULIET SCHLAMPE IST... EINE SCHLAMPE!! EINE RIESIGE SCHLAMPE!!! #LOST #andere #emotionalterrorism #whydoialwaysfallforit
135	negative	Wtf? 8-2...?  Wie bitte?
136	positive	Das hat Spaß gemacht. Ich gewinne gerne bei Quizfragen
137	negative	Twitter hat sich zu einem Monty-Python-Skit entwickelt: SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM ...
138	positive	hervorragend!
139	negative	wütend. so wütend. so verdammt wütend.
140	positive	@anonymous das ist einfach lustig ich meine.. ich kann mir nicht vorstellen, dass ich so bin wie hey äh nicht danke mir okay? lol es ist einfach lustig aber nicht so haha lustig
141	positive	Erstaunliche Erfahrung bei #soso. Großartige Gastfreundschaft, erstaunliche Einblicke. Vielen Dank an alle, die beigetragen, unterstützt und sich anderweitig beteiligt haben
142	negative	Der Dirby ist außer Kontrolle geraten.
143	positive	@anonymous Liebe es Ihre erstaunliche =D
144	positive	@anonymous 11?
145	positive	Hurra, ich habe offiziell 6000 Mal getwittert :P lol
146	positive	#TheSoundofMusic war okay. Tolle Produktion. Allerdings war ich nicht so begeistert von einigen der Darsteller. Aber geile, geile Sitze :)
147	negative	Oh @anonymous, warum müssen Sie nicht einen nativen OS X-Client für vCenter haben?
148	positive	Gerade in Houston gelandet. Jetzt weiter nach San Jose, Costa Rica.
149	positive	Puh, langer Tag. Jetzt zum Bowling!
150	positive	Im suchen, um ein 3Br Haus in pgh mieten. Any leads?
151	positive	glasierte Donuts mit Sahnefüllung. Es sind die einfachen Dinge, die mich in Schwung halten.
152	positive	Könnte Volpaia verwenden
153	negative	Omg das ist ein schlimmer Fehlschuss :( #Frenchopen
154	positive	Die Olympischen Spiele waren letzte Nacht um 21 Uhr auf Platz 1. American Idol hat zum ersten Mal seit 6 Jahren den Spitzenplatz verloren. Ich schätze, unterhaltsamer Sport und eine gute Geschichte überlagern die langweilige AI-Folge.
155	negative	Betrunkener Fahrer verhaftet, angeklagt in Unfall, der Mount Arlington Polizeibeamten getötet | http://url_removed
156	positive	Ein weiterer großartiger Abend. Hurra, gute Freunde und gutes Essen!
157	negative	Ich hasse Leute, die Geld haben und sich für GOTT halten! FU Schlampe stell deinen verdammten Wecker und lass mich in Ruhe
158	negative	Es tut mir leid, das sagen zu müssen, aber das Klischee des hungernden Künstlers ist beschissen, dumm und ich hasse es.
159	negative	Furcht ist der Weg zur dunklen Seite. Furcht führt zu Wut. Wut führt zu Hass. Hass führt zu Leiden. - Yoda
160	positive	Danke, Brighton. Schöner Spaß. Nun, WIE konnte JEDWARD den #cbb nicht gewinnen?
161	positive	@anonymous Ich habe keinen großen Unterschied in der Geschwindigkeit festgestellt, aber es ist viel kühler.
162	positive	epischer sieg! gutes spiel kanadas! ... aber nicht gut genug! #wjhc :-)
163	negative	"lol @anonymous spaß? buch, ja, mammo, nein. die ""entwarnung"" zu bekommen ist irgendwie spaßig. aber in - - gequetscht zu werden ist nie spaßig."
164	positive	Superruhige Schicht heute. Die gute Art :)
165	negative	Blah blah blah, Fußball, blah blah wütende Auseinandersetzung, blah blah. Wie auch immer. Schau dir das süße Auto an!!! http://url_removed
166	negative	@anonymous @anonymous Ich bürge von ganzem Herzen für @anonymous's Bastardness. Er ist ein mit Bastard beschichteter Bastard mit Bastardfüllung.
167	negative	Ich fühle mich komisch. Komisch seltsam nicht komisch haha.
168	negative	Schießerei in Arizona: Verletztes Opfer verhaftet, Drohungen vorgeworfen - latimes.com: http://url_removed via @anonymous
169	negative	Papierkram ist noch schlimmer. RT @anonymous: Ich hasse Papierkram.
170	negative	Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla Ich hasse Joomla
171	negative	Verdammt langweilig
172	negative	@anonymous :'( :'(
173	positive	Ich fahre übers Wochenende in den Süden. Ich muss hier raus.
174	negative	"WAS ZUR HÖLLE IST MIT ""KEINE MONOPOLE"" PASSIERT?!?!! Ich bin wütend, @anonymous, sehr wütend!"
175	negative	Zigarrengeruch ist absolut ekelhaft. Ekelhaft ekelhaft ekelhaft
176	negative	@anonymous Ich denke auf jeden Fall, dass es ein Fehler in den Ortungsdiensten ist - ich benutze ständig ortsbezogene Anwendungen und mein 4S stirbt viel schneller als mein 4
177	positive	@anonymous Das ist großartig!  Ich liebe diese Art von Socken... sie machen so viel Spaß!  Es ist mir egal, dass ich 35 bin, ich kann Spaß haben! LOL
178	negative	Scheiße! Ich habe eine Socke verloren! Verdammte Wäsche.
179	negative	Wtf mit dat news... Wtf schlechte Nachrichten Braun ist tot ...wtf
180	positive	Wow, was für ein großartiger Tag, der frühe Tag mit großartiger Gesellschaft und der spätere Tag mit noch großartigerer Gesellschaft. Und LOOOTS of walking :)
181	positive	Der heutige Tag war wunderbar, die Arbeit war friedlich &amp; Spaß und beendete den Tag mit leckerem Thai-Essen mit einigen wunderbaren Freunden. #lovelife #living
182	positive	Hier ist eine sehr lebendige Typografieseite. Ich freue mich darauf, zu recherchieren! http://url_removed
183	positive	Spaß!
184	positive	"Wenn ich ""Juhu"" sage, nimm an, ich sage ""Juhu"" wie Kermit."
185	negative	Ich hasse, hasse, hasse Blue Shield.
186	positive	Yayuhhh! KristaaaaaYna hat gerade all diesen BUM-Schlampen gezeigt, wie man mit ihrem betrunkenen Arsch in dieser Schlampe einen Moonwalk hinlegt! #LehhGoooBiiiiitchh !!!!
187	positive	@anonymous großartig! Viel Glück! Kann es kaum erwarten, es zu hören!
188	positive	Juhu, Fortschritt! \o/
189	positive	Erwähnte Possum Kingdom.  Jetzt höre ich The Toadies in meinem Kopf.
190	negative	hasst den Verkehr
191	positive	Wahnsinn! Anstrengender Tag! :) :) :)
192	positive	@anonymous wie wäre es, wenn wir eine Hüpfburg in die Luft jagen!
193	positive	Chip Kelly ist mein Kumpel für das, was er gerade mit Lane Kiffen macht.
194	positive	nach 6 Jahren Latkefest hier im Casa de Haha machen meine besten Freunde heute Abend die Latkes bei sich zu Hause. es ist unnötig zu sagen: juhu! juhu! juhu!
195	positive	@anonymous Erzählen Sie mir davon.  Bin immer noch hier, werde jetzt nach Hause gehen und laufen. Vielleicht fahre ich raus ins Red Raider Land hier in Texass.
196	negative	Ich habe nicht genug Zeit. Kann mir jemand heute etwas Zeit geben?
197	negative	Schlechte Laune schlechte Laune schlechte Laune.
198	negative	R.I.P. George Kuchar. Was für ein schrecklicher, schrecklicher Verlust.
199	positive	"Wow! ""True Blood"" war heute Abend gut."
200	negative	Auf Wiedersehen Magic Kingdom!!! :'( :'( :'( Warten auf den Bus zurück zum Resort für DME :'( :'( :'(
201	positive	Hunde + Marionetten + Briten = Sieg! Gewinnen! Gewinnen! Danke, @anonymous für #Mongrels http://url_removed
202	positive	Juhu! Ein toller Abend mit wunderbarer Gesellschaft wie immer :-D Und wieder einmal war der Marathon unvollständig... ;-)
203	negative	Verdammte Bastarde vom Land
204	negative	Erste Regel der IT:  Computer lügen nicht.  Menschen schon.
205	positive	ICH LIEBE DIESE KÜKEN! SO GROSSARTIG! #Emmys @anonymous @anonymous @anonymous @anonymous YAY!
206	positive	FREITAG! ES IST FREITAG! SPASS SPASS SPASS!
207	positive	Tolles Essen, tolle Geschichten, tolle Freunde, tolle Schokolade... Ein fantastischer Abend gestern Abend. Mögen die Weihnachtsfeiern beginnen!
208	negative	Und das Serienfinale von Lost gewinnt den Titel WORST FUCKING FINALE FUCKING EVER FUCKING D: D: D: @anonymous @anonymous @anonymous @anonymous
209	positive	Juhu! Das Umstands-Cocktailkleid, das ich bei @anonymous bestellt habe, ist da, passt und sieht super süß aus! Hurra!
210	positive	Habe gerade Starbucks VIA Instant-Kaffee probiert. Fühlt sich wässrig an, hat aber einen gewissen Geschmack. Übermäßig weich, nicht bitter. Inoffensive &amp; besser als Bürogebräu.
211	negative	Unisex-Badezimmer: Sehr pc, aber nicht sehr praktisch.
212	positive	Vergleichstest der Geschwindigkeit: Speakeasy.net (2. Google-Geschwindigkeitstest-Suchergebnis) sagt 32.58mbps down/6.76mbps up
213	negative	Ich hasse Windows, verdammt.
214	negative	So sauer!!! Verdammter UPS!
215	positive	Ich habe meinen Flug geschafft =D
216	negative	Ich habe Probleme mit dem Support eines Anbieters.  Zeit, meinen Vertriebsmitarbeiter aufzusuchen...
217	positive	"Ich liebe es, wenn Leute etwas Lustiges sagen und ihre Beiträge mit ""viel Liebe"" beenden (lol). So süß! Lol &lt;3"
218	negative	Schon wieder überfährt mich ein HP-Mitarbeiter fast auf dem Parkplatz #stillbitter
219	positive	18 Trinklieder zum Anstoßen auf das Ende der Prohibition, by @anonymous: http://url_removed
220	positive	Juhu. SD hat angeboten, uns alle zum Abendessen einzuladen. Jaaaa. Ich muss nicht kochen. Juhu.
221	positive	Da es jetzt heller ist, schalten wir das Licht in unserem Büro erst um 16 Uhr an. *Fenster
222	positive	Und dann fand ich 20 Dollar in meiner Gesäßtasche!
223	positive	Ist Schwertfisch ein italienisches Gericht?
224	positive	Das ist so geil :-D
225	negative	Verdammte Scheiße #luther
226	negative	Mein IPhone ist also zuverlässiger als das Time Warner-Kabel. Das ist eine echte Leistung.
227	positive	Jetzt sitze ich im Coffee Bean und trinke einen Americano, um die Atlassian-Suite einzurichten.
228	negative	Der Aufstieg von Google, der Aufstieg von Facebook und der Niedergang von allen anderen http://url_removed
229	positive	Baylor könnte endlich Mack Brown schlagen.
230	positive	Ich habe heute bei Dillard's einen neuen Anzug gekauft und von meiner Mutter eine Tumi-Laptoptasche zum Geburtstag bekommen.
231	negative	Zeitung aus South Carolina entschuldigt sich für schmutziges Wort, ihr sensiblen Arschlöcher [PSA]:     [Link] [18 Kommentare] http://url_removed
232	positive	Guten Morgen, liebe Tweethearts! Wer will etwas Liebe? :D
233	negative	Zufälliger morgendlicher Test der Breitbandgeschwindigkeit: 13,2 MBit/s nach unten, 6,1 nach oben. Ich brauche ein neues Hobby.
234	positive	Macht ihnen die Hölle heiß, macht ihnen die Hölle heiß, macht ihnen die Hölle heiß!
235	positive	RT @anonymous: Wandel ist gut. Wandel ist gut. Wandel ist gut. Wandel ist gut. Wandel ist gut. Wandel ist gut.
236	positive	Juhu, @anonymous . Ich bin so froh :)
237	negative	Wer zum Teufel klaut Abführmittel?  Wie dringend musst du kacken?
238	negative	Dieser Auftragnehmer, den jemand eingestellt hat, sollte dafür ausgepeitscht werden, dass er eine Website in .NET geschrieben hat, obwohl er wusste, dass wir ein Linux-Geschäft sind.
239	positive	Ich liebe es, mit brillanten Menschen zu arbeiten. Ich liebe es besonders, mit brillanten, lustigen Menschen zu arbeiten.
240	positive	Also habe ich dem Typen gesagt, dass ich seinen Irokesenschnitt geil finde, und er hat mir gesagt, dass meine Titten geil sind.
241	positive	Letzte Nacht habe ich zum ersten Mal von den Steelers geträumt. Ich habe noch nie so gut geschlafen. #Steelers
242	negative	Traurig. Verärgert. Verletzt. Verärgert. Frustriert. Bissig. Wütend. Eine Fülle von Gefühlen, aus denen man heute wählen kann.
243	negative	Fick dich Unicode, denkst du, du kannst den Scheiß zu mir nach Hause bringen?  Awwww hell no!
244	positive	Juhu, ein guter Start! :D
245	negative	Ich bin völlig ratlos, was ich zum Abendessen machen soll.  Ich hasse HASS hasse Reste. Schlagen Sie es nicht einmal vor. Ich hasse sie sogar mit Pathologie.  Hassen.
246	negative	damnit
247	negative	Mürrisch, erschöpft und wieder krank. Verdammte Hölle.
248	positive	Welchen Wein bringen Sie zum Date mit, wenn Sie einen (oder zwei) Ringer brauchen? http://url_removed
249	negative	Wirklich... Wer würde nicht eine starke, lustige, sexy, intelligente Frau wollen? #stupidpersonalsshit
250	negative	@anonymous vielleicht haben wir 2 verschiedene Segmente gesehen. Das frühere war nicht so, wie Sie es beschrieben haben.
251	negative	Verdammt verdammt verdammt #Cowboys
252	positive	juhu. 300 Follower =D
253	positive	wow. Ich bin bisher sehr beeindruckt von meinen Clemson Tigers. ich liebe es :-)
254	positive	Ich bin bereit für Football an diesem Wochenende, und zwar im großen Stil.  Arkansas gegen Alabama - ich komme.
255	positive	Ich habe heute mein Exemplar von Pearl Jam - 6 November 2000 mit der Post bekommen.
256	negative	Also, 6 weitere Songs! Das Urteil? Schrecklich, langweilig, langweilig, langweilig, schlechtes Hentai-Spiel-Thema, schlechter Acid-Trip.
257	positive	@anonymous Du musst diese Kalorien zu dir nehmen, nachdem du durch den Wal-Mart auf Rogers oder Zero gelaufen bist #exwestarker
258	positive	Schönes, lustiges, inspirierendes und belebendes Denkmal für #paulbingman. Was für eine perfekte Art, das Leben eines guten Mannes zu feiern.
259	positive	...und Wiederholungszeit.
260	negative	Kein neues LOST!?!? Verdammt!
261	negative	VÖGELN MIT VERDAMMTEN IPHONES. Hasse hasse hasse.
262	positive	Ein super spannender Tag der Dateneingabe. Juhu, ich.
263	positive	Ich habe diesen Schmetterling gefunden, der sich mit seinem Flügel um einen Stock gewickelt hat. Ich habe den Stock herausgeholt http://url_removed
264	positive	Facebook funktioniert nicht ist ein Trend lol das ist lustig :D
265	positive	@anonymous froh, dass es nicht dein Schlauch war....wurde gefragt, wie du den Sieg deiner Mannschaft feierst. *gasp* rofl Gratulation (mit zusammengebissenen Zähnen gesagt. ha)
266	positive	Tagträume vom Frühling.
267	negative	@anonymous Wie Sie wissen, verkauft Twin Six keine Fahrräder, sondern Bekleidung und Zubehör für Fahrräder.
268	positive	Die Giganten gewinnen! Ich würde gerne glauben, dass ich das Glück gebracht habe. Der AT&amp;T Park ist fantastisch.
269	positive	@anonymous LOL. LOL. LOL.
270	negative	Ich bin zu verdammt müde, um heute Abend SBR zu machen, aber zu verdammt dumm, um abzusagen.  Ich bin scheiße.
271	negative	Ich hasse es, zu spät zu kommen. Igitt.
272	positive	Eines der aufschlussreichsten Interviews/Geschichten über die BP-Ölpest und die Feuchtgebiete mit einem Mitarbeiter des Natl Park Service und einem Professor auf @anonymous 2nite. Vielen Dank.
273	negative	Er strahlt wieder diese traurig-peinliche Sehnsuchtsenergie aus. Verdammt.
274	positive	Im Mitternachtszug nach Ohio.
275	positive	Boom Shaka Lacka.
276	negative	Wenigstens funktionierte Comcast bei Regen. Jetzt muss ich entweder ins Büro oder zu Starbucks gehen, um zu arbeiten.
277	positive	Und große Freude. iPhone (verloren) jetzt gefunden. Es hat den WoW-Authentifikator. Wir jubeln!
278	positive	Frohes Thanksgiving an alle, die feiern. Ich bin so dankbar für wunderbare Freunde, Familie, @anonymous und all die großartigen Menschen online!
279	positive	Ich höre @anonymous zu und höre nwa.
280	positive	Ohio State mit meinem Vater anschauen.
281	positive	Wow, der Nintendo 3DS ist wirklich toll. Ich hätte nicht gedacht, dass das 3D so gut sein würde. Super Mario Land 3D ist großartig!
