1608742916947849217	@berlinerzeitung Hört auf, für die Allgemeinheit zu sprechen! Es sind ein paar wenige verschrobene und ideologisch verblendete, die unseren Wohlstand durch ihre unnützen Sanktionen verbrannt haben!	negative
1608733793598439424	@berlinerzeitung Was ist das für dämliches Framing? Nicht der Ukraine-Krieg hat die Gaspreise explodieren lassen, sondern dümmliche Sanktionen, die nur uns selbst treffen.	negative
1608725573249138688	Und das nächste Land, welches die sinnfreien Sanktionen gegen RU aufgibt 👍‼️⬇️ https://t.co/R7GBGjSL9a	negative
1608721996254412801	@SibelArslanBS Wer sich für Sanktionen einsetzt will den Krieg.Tausende junge Menschen bringen sich gegenseitig um,und unsere Politiker unterstützen das mit Sanktionen. Einfach nur entsetzlich.	negative
1608714465620688896	@Imissmykid @ZDFheute Hohe Preise für Lebensmittel, Energie und hohe Inflation haben ausschließlich mit den Sanktionen gegen Russland für die Ukraine zu tun.	negative
1608711959125577734	@manaf12hassan Derzeit ist Russland nicht zu Verhandlungen bereit. Russland war zu Verhandlungen bereit, im April, damals ging es um Autonomie für den Donbass und eine neutrale, demilitarisierte Ukraine. Nachdem die Sanktionen wenig wirken und die ukr. Armee ausblutet, hat man es nicht eilig	negative
1608711271947591680	@C_Baudenbacher @feusl Englands wirtschaftliche Probleme haben nichts mit dem Brexit zu tun sondern mit der inkompetenten Wirtschaftspolitik.  Besonders katastrophal sind die Selbstmord-Sanktionen und die ideologische Energiepolitik.	negative
1608709067274584065	@vecirex Protestiert lieber gegen die Sanktionen. In diesem Krieg werden tausende junge unschuldige Menschen getötet. Mit diesen Sanktionen machen wir uns mitschuldig.	negative
1608708750566912000	"@tagesschau Dachte die Sanktionen gingen gegen Russland.... Trendumkehr: ach ne Deutschland geht zu Grunde an den EU-Sanktionen. Und die Amis freuen sich. Bei solchen ""Freunden"" sind Feindbilder längst überflüssig!"	negative
1608708296638369795	@Wilma25683986 @MaurerEwald Die Schweizer Regierung sollte sich schämen. Mit diesen Sanktionen machen sie sich schuldig an diesem fürchterlichen Krieg,wo tausende junge Menschen getötet werden.	negative
1608700015823945728	@VdK_Deutschland Nicht die Energiepreise treiben die Ärmsten in Not, sondern die Sanktionen dieser völlig amerikahörigen Regierung! Bitte schön bei der  Wahrheit bleiben!	negative
1608698163929690117	@HerbertLackner1 @BLS_Schmid_G Wenn Abermilliarden Steuereinnahmen den Politikern nicht reichen, Inflation und Energieteuerung hausgemacht sind - dann ist es en vogue populistisch in die Rechte von einer Gruppe (hier Vermieter) einzugreifen. 🤠  Tipp: Sanktionen beenden, Großkonzerne besteuern uvm	negative
1608697890322669573	@Klaus_Mueller @bnetza Wer bezahlt eigentlich für die Propaganda die Sanktionen gegen Russland schön zu reden?	negative
1608690740477198337	@berlinerzeitung Falsch, die Gas und Strom Preise sind vor den Krieg schon kräftig gestiegen. Der Krieg ist nur ein Grund für Unfähigkeit unserer Wirtschaftsminister und seine Kumpels und böswillige Sanktionen  gegen Russland die uns schadet.	negative
1608645663054770178	"@fuecks @Tagesspiegel Lieber Herr ""Passion für Freiheit"". Unendlich viel hard erarbeitete Kohle der Steuerzahler in die Ukraine zu schicken; und Öl und Gas dank der Sanktionen für die Menschen unerschwinglich zu machen, hat nichts und wieder nichts mit Freiheit zu tun!   PS: Ukraine brach Minsk!"	negative
1608624773843804160	@VdK_Deutschland tja was habt ihr alle denn so gedacht, das Sanktionen gegen Russland kein Bumerang wird?	negative
1608621296811937792	@maxotte_says Japan hat recht 🤷‍♂️  Nur unsere Regierung ist so krank und hält an Sanktionen fest welche ausschließlich uns selbst schaden 😵‍💫😵‍💫	negative
1608617734920876033	@MarcelDecker7 @cbgeml Dass Merkel uns abhängig gemacht hat, ist klar. Nur, wer hat denn d.Sanktionen erlassen? Wer hat uns jetzt in eine viele größere Abhängigkeit gebracht, die  1. um Welten teurer ist 2. dreckiges Gas ist 3. dadurch viel umweltschädlicher 4. von genauso menschenveracht. Lieferanten?	negative
1608608264287293444	@n_roettgen Atomabkommen ist nur eine Ausrede. Seit Jahren wird diskutiert. Unter Sanktionen hat nur die Bevölkerung gelitten.	negative
1608607011029291011	@AlexWallasch Das russische Volk bekommt jetzt das Gas kostenlos, weil Gazprom dank der deutschen Sanktionen Milliarden Gewinne einfährt! 25 % Dividende!!!Langfristverträge werden bezahlt ,aber Gas nicht abgenommen ….#gruenerMist Russland geht es besser als Deutschland!	negative
1608606183446958081	@sankari83 @DennisH43134169 @DerPfleger1122 @merkmich @anna46977604 @MarcoBuschmann @correctiv_fakt 1. Sicherste/modernste AKWs Europas vs. Frankreich. 2. Ja, absolut. 3. Schwachsinnigen Sanktionen beenden, die eh nix bringen. Job done. 4. Ich vergass, Kohlekraftwerke wieder hochfahren ist ja besser. Sind wir noch unter 1000?	negative
1608589678936215554	@faznet @jakluge @SWPBerlin @JoPennekamp Mehr Sanktionen gegen Russland verhängen.  Und dann wird die deutsche Wirtschaft hinter der russischen zurückfallen.  Es ist schon nah.  😉😂🤣	negative
1608587262077579265	@faznet Ach kommt… Ihr ahnt natürlich auch nicht, woran es liegen könnte? Bundeswirtschaftsvernichter Habeck? Eigentlich nur für uns schmerzhafte Sanktionen?	negative
1608586358628700160	@koeppenjan Allen Leuten, die sich um Deutschland sorgen und gegen die Sanktionen sind, die unser Land zerstören, sollten die Arme zu kurz werden und das Poloch jucken!!!	negative
1608580518102327298	Nicht nur, dass Russland unter den Sanktionen nicht so leidet wie vom Westen erhofft: Während Russland ein paar schlechtere Jahre vor sich hat, wird die deutsche Ökonomie auf lange Sicht leiden.  Trotz Sanktionen - Russlands Wirtschaft stabiler als gedacht  https://t.co/e2jafqyC64	negative
1608575534232895492	@n_roettgen @Steffen_Wasmund Sanktionen nur, wenn in ganz geringen Dosen verabreicht oder wenn sie uns selbst schaden.	negative
1608572148896890882	@premiumshitshow @Tevsa Heute wird die dt. Bevölkerung massiv mit Propaganda  beschossen und es wirkt. Krieg ist populär, Wirtschaftskrieg, Sanktionen, Zölle, dt. Militär Weltweit. 8 Mrd. Waffenexporte. Das ist sicher nur die offizielle Zahl. Ich habe Angst um meine  Kinder und Kindeskinder.	negative
1608572123739574274	@welt Wer redet @ZelenskyyUa sowas ein? Die EU steht gerade am Abgrund. Dankt der Sanktionen und Embargos um Putin zu schädigen. Scher' dich zum Teufel @ZelenskyyUa mit deinem narzisstischen Größenwahn.  https://t.co/hxYvLnRRbK	negative
1608570314300215296	@berlinerzeitung 1, ging der Gaspreis nicht als Folge des Krieges durch die Decke sondern es ist lediglich eine logische Konsequenz unserer wahnhaften Sanktionen gegen RUS und des Anschlags auf Nordstream. 2. wir werden nächstes Jahr definitiv neue ATH‘s beim Gaspreis sehen.	negative
1608563099443040258	Was bringen die #Sanktionen gegen #Russland? Und sind die Sanktionen im deutschen Interesse um sie fortzuführen? Die eigene Energierechnung und die Preise beim Einkaufen und Tanken beantworten die Fragen.    https://t.co/a7LtzwiDWx   https://t.co/P7BTQIBHk2	negative
1608553197697896448	@AFathollahNejad über Jahrzehnte verhandeln sie mit ihnen, haben Sanktionen verhängt, und wollen durch Atomabkommen das Regime kontrollieren. Praktisch hat das Regime seine Unterdrückungsmaschinerie erweitert, wie sonst könnten sie die Region destabilisieren? Nur Bevölkerung leidet unter Embargo.	negative
1608544379245060096	@leonmwalter Durch diese Sanktionen wird Deutschland als ganzes ärmer, da sie die Terms of Trade verschlechtern.	negative
1608544300106936322	@maxotte_says Wir werden wie beim Klimawahn zum Schluss die einzigen Idioten sein, die an den dämlichen, selbstzerstörerischen Sanktionen festhalten.	negative
1608542641796575238	@ZDFheute Ein Grüner fern jeder Realität. Wie viel Menschen ist die Ukraine bereit Opfer zubringen. Putin würde noch hundert tausende in den Kampf schicken. Genaue Zahlen der Opfer sagt keiner. Die Sanktionen haben uns mehr getroffen als Putin.	negative
1608537524435324928	@JustusWurth @MarkelGerald @gerhard_mangott Wenn Sie kein Problem sehen mit diesen sinnlosen Sanktionen dann tuts ma echt leid für Sie!	negative
1608536980333400064	@faznet @jakluge @SWPBerlin @JoPennekamp Sind das diese selbstzerstörenden Sanktionen?	negative
1575231828222390272	@Die_Gruenen @nouripour @derspiegel #DankeHabeck  Ah, du willst die Energiepreise weiter nach oben treiben, die Inflation anheizen und den Kampf gegen die deutsche Bevölkerung gewinnen indem sie weiter in die Armut getrieben werden. Das ist doch das was du unter Sanktionen verstehst?	negative
1575389475769061376	Soll der Depp doch die Ammis fragen..  Selenskyj bittet Scholz um weitere Waffen und schärfere Sanktionen   https://t.co/CTHJBZmdz3  -- Empfohlen von WELT News für Android  https://t.co/kijB7WxzAh	negative
1575060073352957953	@Bozzetto3000 Nachtrag: Die EU plant weitere Sanktionen. Dieses Mal wird es wohl wieder uns treffen.  https://t.co/b7ISrcONLM	negative
1575501700303294464	10% Jahresinflation und eine #Rezession voraus - was kommt noch? Im März 22 versprach @OlafScholz im @Bundestag, dass es keine #Sanktionen geben werde, die uns mehr treffen als Putin - gilt das noch?   https://t.co/NWkg2upRv6	negative
1574116632389070849	@ntvde Die Sanktionen haben null Auswirkungen gehabt! Ns2 eröffnen, jetzt!!!!!	negative
1576837560394924032	@ABaerbock Wo sind die Sanktionen gegen die USA Verbrecher Staaten?  NS 1 und 2 sprengen.  Stellvertreter Krieg in Ukraine angezettelt. Putsch durch CIA und MI6 in Kiew 2014 durchgeführt.  Baerbock,  Sie sind eine Fehlbestzung.	negative
1575610994386407424	@knuff37 @SWagenknecht Die Sanktionen treffen uns, so ein stupider Kommentar.	negative
1575120988576137216	@ZDFheute Sanktionen gegen wen? Aber wahrscheinlich ist das zweitrangig, erstmal die Sanktion festlegen, die uns maximalen Schaden zufügt, danach kann man immer noch eine  Schuldigen finden.	negative
1575039469388201985	#Deutschland kollabiert aufgrund der #Sanktionen gegen #Putin. Nun das Ende der #Nordstream und die Freiheit auf Selbstbestimmung. Was passiert jetzt? Eine Abhängigkeit von #USA und #lng ist unvermeidbar. Weiterhin teures #gas- das hat auch die #ampel bemerkt, die gestern	negative
1575470935016103936	@welt Und neue Sanktionen von der EU 👏. Der Wumms kommt noch, aber vierfach wenn Deutschland am Boden ist. Noch mehr sparen.🤦	negative
1575482608708100100	@nenacasc @c_lindner @SWagenknecht Energiekrieg gegen eigene Bürger. Sanktionen treffen nur uns. Mit lügen und Sanktionen wird asymmetrisches Krieg gegen uns geführt.   Russland ist nicht unsere Feind, Ukraine Problematik kann nur mit Diplomatie und Verhandlungen gelöst werden.	negative
1575567809912143872	@MMittermeier Warum hat Russland noch nicht aufgegeben, wenn wir so viele Sanktionen haben. Den Russen schaden diese doch viel mehr, oder? ODER?	negative
1574443860230606850	@thinkBTO @focusonline Sag mal Daniel, warum konntest du dich trotz der schnell herannahenden Klippe nicht dazu durchringen, das Offensichtliche zu fordern: dass die #Sanktionen beendet werden müssen?	negative
1575165082916503557	⁦@vonderleyen⁩ will !?  ⁦@ZelenskyyUa⁩  will !?  #POTUS will !?   Die Frage sollte doch eher heißen !  Was wollen wir ?   Wollen wir eine Dumme Selbstzerstörung #europa ?  Wollen wir sinnlose #Sanktionen die immer nur arme Menschen treffen ?   https://t.co/yw7xTD5lcc	negative
1574665448595292161	Das ukrainische Terrorregime hat wahrscheinlich in einem Terrorakt die #nordstream  Pipelines angegriffen. #Selenskyj und seine Nazis greifen somit auch Deutschland an, Konsequenz sollte sofortiger Stopp der Unterstützung der #Ukraine und sofortige Aufhebung aller Sanktionen sein	negative
1576107229400674306	"@derspiegel Was schreiben Sie da für einen Unfug: Der Westen ist seit dem 24.02.2022 u. a. qua eröffneten Wirtschaftskrieg Kriegspartei! Gut, man nennt die Aktivitäten ""Sanktionen"". Eine typische Euphemisierung unserer Tage, um die Öffentlichkeit arglistig zu täuschen! Sie wirken daran mit!"	negative
1576547948481368065	@n_roettgen Spinner, Sanktionen sind ja so hilfreich und schaden der eigenen Bevölkerung kaum🤦‍♂️	negative
1575920307168509952	@Q1Misanthrop @jisi26 @focusonline Ähm, wenn dann ein kalter Winter in Europa kommt, hat RU genau was davon? Es kann doch jetzt nur ein Bruchteil des Gases geliefert werden, selbst wenn z.B. DE einknicken würde und die Sanktionen aufhebt.	negative
1576855108196786176	@RussiaUN @PMSimferopol @MID_RF @RusMission_EU @amrusbel @RusBotschaft @RusEmbSwe @RussiaInUSA @AmbRusFrance @rianru @tass_agency @interfax_news Die Sanktionen der europ. Nationen, der USA und aller anderen Staaten der freien Welt, zeigen verheerende Auswirkungen auf die 🇷🇺Wirtschaft. 🇷🇺 wird dadurch um Jahrzehnte zurückgeworfen. Aber das dürft ihr ja nicht sagen. 🇷🇺Anspruch vs. 🇺🇳🇪🇺🇬🇧🇺🇸🇹🇩🇸🇪🇸🇯🇳🇱🇲🇹🇮🇹🇯🇵🇮🇪🇫🇮🇫🇷🇩🇪🇨🇿🇩🇰Realität!	negative
1574649761009127424	@welt Das lächerlichste, was man als Instrument einsetzen könnte. Der Iran lebt seit Jahrzehnten mit Sanktionen, die nur das Volk treffen. Sie beraten inzwischen bereits  Russland , wie man diese erfolgreich umgehen kann. Das ist keine Außenpolitik , sondern dilettantischer Unfug.	negative
1574780681753870337	@eduardt_s Vielleicht etwas mehr Anstand,Russland erfüllt seid über 50 Jahren seine Verträge auch im kalten Krieg wurde immer Gas geliefert 🇩🇪 hat seine Wettbewerbsfähigkeit russischem Gas zu verdanken,was ja jetzt Dank der Sanktionen vorbei ist und nicht weil der Russe nicht liefert!	negative
1576219469122129920	nordstream 2 wurde nicht genützt von euch idioten, russland ist nicht schuld.  ich hätte durch ihr dummen sanktionen schon sofort zugemacht, putin hat bis zur letzte stunden, vor der sabotage der USA, alles offen gemacht.	negative
1575586570383392770	@AnAudretsch Und ihr glaubt ihr könnt mit euren Sanktionen Putin schaden.	negative
1574794292836663306	@ZDFheute Die Sanktionen wirken: Habeck erwartet Schäden in der deutschen Wirtschaft.	negative
1574590867695878161	@welt Sanktionen stoppen und Gas laufen lassen , sonst ist Deutschland bald am arsch	negative
1574253676675403777	@BILD Wo die Folgen der Sanktionen jetzt für viele ganz real werden muss die Propaganda täglich nachlegen 🥱Die verordnete Solidarität könnte sonst bröckeln 😱	negative
1576617558358183936	@pepssch @vanderbellen Schade… Ihr Schmerz bei den Energie und Rohstoffkosten ihrer Restaurants ist wohl noch nicht groß genug… Beendet die Sanktionen!	negative
1575495015761317888	@J_Todenhoefer Spekulation: Die USA, die EU und auch die deutsche Regierung wissen ganz genau, dass wenn der Deutsche friert im Winter, dass er dann ULTIMATIV forden würde dass alle Sanktionen gegen RU zu beenden sind, und dass NS2 in Betrieb zu nehmen sei.	negative
1575537784013537280	@micha_bloss Wenn wir jetzt 200 Mrd plus den wirtschaftlichen Schaden aufwenden müssen, um die Folgen der Sanktionen zu begrenzen, sollte man dann nicht über ein Ende des Wirtschaftskrieges nachdenken. Die gewünschte Wirkung tritt nicht ein. Handeln bevor es zu spät ist !	negative
1574402966118973443	@b_rene4 @watch_union Angebot und Nachfrage bestimmen den Preis. Angebot erhöhen, also die (offensichtlich sinnlosen) Sanktionen weg und NS2 öffnen, Problem gelöst.  Gas aus Saudi Arabien, wo homosexuelle enthauptet werden und das seit Jahren Krieg im Jemen führt ist ja auch OK	negative
1574095471672541186	China sieht die EU am Ende: Die Sanktionen würden Europa massiv treffen, im Gegensatz zu den USA. Zugleich würde die EU-Politik der vorbehaltlosen Unterstützung der Ukraine ihre Chancen stark mindern, als geopolitische Kraft in der internationalen Politik mitzubestimmen.	negative
1576494379103318016	@HugoMuellerVogg @AfD Sie verwechseln da was. Die deutschen Politiker wollten doch kein Gas mehr aus Russland.  Wer hat denn mit den Sanktionen angefangen das waren die deutschen.	negative
1575902601522315269	@ZDFheute Statt Sanktionen verhängen Abrams, Bradley und ATACMS liefern wäre hilfreicher	negative
1575256928183357445	Warum sollten die Russen sowas tun wo,die doch bloss Knöpfe drücken müssen.Ausserdem hätten die es lieber,wieder ihr Gas verscherbeln zu können.Das waren die,die genau das verhindern wollen!Wenn Europa wankelmütig wird, Sanktionen lockert,weil die Wirtschaft abkackt.	negative
1574432586562256896	@DrKissler oder Sanktionen aufheben	negative
1575485734123106308	@TheRealdes1 @FlexingGreat Ich hoffe du bekommst dann Hilfe von den EU Politikern, wenn die Sanktionen so richtig voll bei uns, anstatt bei Russland schlagend werden.	negative
1574861697688428544	@NZZ @MeretBaumann Die #Sanktionen #ruinieren uns tatsächlich (#Öl-, #Gas-, #Strom-, #Rohstoff-, #Getreidepreise,... ). Ist #jemand anderer Meinung?	negative
1574664788629659649	@welt Nicht einen Menschen, nicht einen kenne ich, der die Sanktionen befürwortet.😡	negative
1575753225243742208	@KleinRuedi @Kaiser_SPD @spdbt @Bundeskanzler Peinlich, dass man euch das noch sagen muss:  • ALLE Akws anschalten • Sanktionen einstellen  • NS reparieren und aufdrehen • ne neue fähige Regierung wählen!	negative
1575186074132807680	@Streitschuster Sorry, nicht Putin hat abgeschaltet. Unsere großartige Regierung hat Sanktionen verhängt. Ein ganz kleiner Unterschied! Informieren Sie sich grundsätzlich so gründlich?	negative
1575385592174714882	In der gestrigen Sendung bei Jetzt red i sagten Sie wortwörtlich zur Energiekrise : „PUTIN IST SCHULD AN DER ENERGIEKRISE, ER HAT UNS DEN GASHAHN ZUGEDREHT. Das ist eineLüge,  denn Sie haben die Sanktionen gegen Russland zu verantworten. Das ist Volksverrat, schämen Sie sich🥷🥷	negative
1575382608564862976	@SWagenknecht Europas „Verbündeter“ hat Nase gezeigt!  Die Sanktionen haben eindeutig das falsche Ziel getroffen, sie müssen sofort aufhören!  Niemand sollte sich länger in die Handelsbeziehungen Europas mit Russland einmischen.  Sholz und Ursula werden gegrillt!  Danke zumindest dafür Joe...  https://t.co/VnlqPsF1d7	negative
1575577037808734209	@GoeringEckardt Geschichten aus 1001 Nacht. Dann kommt das Gas aus einem Drittstaat genauso wie wir trotz Sanktionen Produkte über dritte aus dem Iran beziehen	negative
1575123846042206209	@Asansoer35 @tagesschau Die Sanktionen würden unserer Wirtschaft weit mehr schaden als der amerikanischen.	negative
1576392762496151554	@dunjahayali Das letzte Quartal wird es zeigen, also nicht zu früh jubeln. Nur dauerhaft! getragene Sanktionen die nicht einem selbst mehr Scahden als dem andern machen Sinn.. bemerkenswert einfach, also sit and wait for kladderadatsch	negative
1576871108996845568	@ABaerbock Eigentlich sollen Sie für unserer Land sprechen unsere Souveränität und Interessen bekunden und vor allem Diplomatische Leistung erbringen gerade in einer der Krisen, was Sie machen ist Quasseln und Sanktionen aussprechen ohne Sinn.	negative
1574772488801763331	@l_sachslehner Keine Almosen! Erster Schritt: Sanktionen beenden. #nichtmeinkrieg	negative
1574822578509828097	@c_lindner @tonline Ihnen ist schon klar, dass wir die Knappheit mit Sanktionen herbeigeführt haben?	negative
1575565581100937216	@UhlUta @Beatrix_vStorch Du denkst die jetzigen Sanktionen schaden ihm? Muss frustrierend sein, nichts zu wissen	negative
1575751485677195264	Lese ab und zu Kommentare in frankophonen afrikanischen Newsmedien. Der Westen mit seinen Sanktionen und der Selenski-Verehrung wird zum großen Teil verspottet. Keiner im Süden hat mehr Bock auf die Werte-Heuchelei. Der Westen ist selbst schuld am Niedergang	negative
1575487795178524673	@XQ3CTY @Sabse1962 @alpenmaster @philippvetter @bnetza @welt Hat Putin uns, die Nato oder die EU angegriffen? Haben wir Sanktionen verhängt als die USA völkerrechtswidrig Libyen, Serbien. Syrien und den Irak etc. angegriffen haben? Sie können Ihre Doppelmoral behalten.	negative
1575193886997487616	#Nordstream beschädigt ... Was für ein Zufall! #Lockdown für Medikamente in Wien ... #Energiekrise ausgelöst durch die eigenen Politiker #Russland #Sanktionen werden zur Todesschlinge fürs eigene #Volk  #Landesverschuldung in unsagbare Dimensionen. Bravo @vanderbellen	negative
1575448873304297472	"@GruenKappler @GoeringEckardt Putin hat nicht mal so mal so gemacht. Die EU hat Sanktionen beschlossen, mit denen man ""Russland vernichten"" wollte."	negative
1575018335758331905	@ntvde Sanktionen? 😡Das ist ein Angriff! Habt mal Eier in der Hose. Ohne Worte 😡🤮	negative
