Kicker	negative		Seit gestern keine Verbindung mehr zur app. Auch das kicker Managerspiel kann man mit der app nicht starten.	1407913367790.0
Sport1	negative		Bildschirm nicht komplett, scheiß umgang! Lange lade zeiten?	1316363155206.0
Kicker	negative	VfB Wappen	Nicht auf aktuellem stand Pro altes VfB Wappen	1375384898422.0
Onefootball	negative		Die kriegen die Übergänge nicht hin. Eintracht Braunschweig weder in 1. noch in 2.Liga gelistet.	1402786824546.0
Bundesliga Bei Bild	negative	Frechheit!!	Mein Klub war meine absolute Lieblings App. Aber jetzt hier nen Abo zu verlangen ist ja mal ne absolute Frechheit. Aber ist man ja ja von Bild nicht anders gewohnt... Deinstallieren!	1376545589378.0
Onefootball	negative	Schade	Nach update push viel zu langsam bitte dran arbeiten i&lt;3 iliga	1397312347395.0
Onefootball	negative	Nicht mehr so gut wie früher	Seit dem Update mit dem neuen Design ist die app eigentlich scheisse... ich kann mich nicht mehr von jedem Spiel benachrichtigen lassen außerdem wird bei pokalspielen nicht die Aufstellung gezeigt. Die app war mal viel besser damals hätte ich auch 5 Sterne geben können hat sich aber sehr verschlechtert	1422181311638.0
Bundesliga Bei Bild	negative	Scheiß update.	Macht das wieder wie es früher war. So nen rotz. Geht ja ma garnich. Mein note 2 startet sogar neu beim öffnen der fehlprogramierung	1376554087796.0
Sport1	negative		Cmf	1397249536001.0
Kicker	negative		Nach Update unbrauchbar!	1347710688206.0
Sport1	negative	Samsung Galaxy S 5	Tabelle wo isn die hin?	1429344208583.0
Sport1	negative		Öffnet lediglich die Mobile Seite von Sport1 und das ist auch noch schlecht umgesetzt.	1301290031804.0
Kicker	negative	Von 5★★★★★ auf 1★	Wollt mich nur verabschieden. App geht jetzt runter.	1400508924283.0
Sport1	negative	Naja	Beim Galaxy S4 ist es super aber es wär noch super wenns für ein 10.1 Tablet auch noch angepasst wird. Die Queransicht wäre noch super beim Tablet.	1390839602544.0
Kicker	negative	Es geht besser!	Viel Luft nach oben!!!	1329482725023.0
Sportschau	negative	jetzt passts	app ist nicht empfehlentswert, kein gewinn gegenüber der browser version, die wesentlich umfangreicher informiert, dazu können filmberichte nicht abgespielt werden, bleibe auf jeden fall bei der browser version, x10i 2.3.3 edit 29.04.2014 mittlerweile deutlich verbessert und läuft problemlos, auch alle filmberichte, auf xperia z1 4.4.4 👍 edit 19.10.14 bug beim abspielen von videos 👎	1414925115162.0
Bundesliga Bei Bild	negative	Schwache Leistung	Schwache Leistung das man jetzt für alle Artikel Geld bezahlen soll. App wird deinstalliert. Gibt genug vermutlich bessere Alternativen zu Bild.	1376541544410.0
Sport1	negative		Unglaublich träge, wirkt insgesamt unausgegoren und auf die schnelle hingeklatscht. Dann lieber mit dem release warten bevor SO was dabei rauskommt!	1304781169268.0
Bundesliga Bei Bild	negative	Geldgeile Säcke	Man muss echt für alles bezahlen... Was ist das fürn scheiß	1378550800701.0
Sport1	negative	Nach Update auf 2.2. Schrott	Nach dem Update lässt sich die App wegen angeblich fehlender Internet Verbindung nicht starten. Auch eine De- und Neuinstallation brachte keine Änderung. Zurücksetzen auf V2.1. mit Titanium war erfolgreich. Nur wird immer wieder das Update über den Google Play Store angeboten. (Lollipop 5.1,Nexus 5+10)	1430903492023.0
Bundesliga Bei Bild	negative		Tschüss Bild - Hallo kicker!	1377029264276.0
Onefootball	negative	Vorher war es besser	Mit der Zeitreihenfolge war es besser. Jetzt ist es einfach nur noch unübersichtlich. Bitte wieder wie vorher machen	1419073774586.0
Sport1	negative	Drecksladen	Unglaublich! Seit Monaten bekommt es dieser Gammelverein nicht hin, eine vernünftige App zu programmieren. Der Inhalt ist gut, aber die Darstellung unter aller Sau! Kündigt bitte euren Amateur von Programmierer! Andere bekommen das hin und ihr scheitert. Peinlich!!!	1374691027053.0
Toralarm Fussball Bundesliga	negative		Schecht man bekommt keine Tore mit und während der spiele bekommt keinen aktuellen spielstand angezeigt !!! Das alles seid dem update !!!	1423400912859.0
Fussball.de	negative		Ich finde diese App mehr als schlecht. Nicht nur, dass sie sehr unübersichtlich ist. Mir fehlen auch sämtliche Jugendmannschaften. Jetzt kurz vor Saisonbeginn ist es schon sehr schade, wenn man keine Spiele mehr sehen kann. Da ja schon alle Staffeln bekannt sind. Sämtliche Favoriten sind auch nicht mehr da.	1407275596399.0
Sport1	negative		Viieeel zu langsam. In der ladezeit der app kann man sich die infos sehr viel schneller über den normalen browser besorgen... (galaxy s)	1313250220538.0
Espn Sportscenter	negative		Gerade mal die Mannschaften der ersten BL. Nicht eine deutsche Eishockey, Basketball, von Handball mal ganz abgesehen. Nicht gerade informativ :/	1283876261381.0
Sport1	negative		SO EIN SCHMUTZ	1314972516469.0
Kicker	negative	Abstürze mit Moto X	App stürzt praktisch jedes mal ab, wenn ich eine Seite zurück gehe. So absolut unbrauchbar!	1412714706826.0
Fussball.de	negative	davidlp	davidlp	1410637723201.0
Bundesliga Bei Bild	negative	Was ein Müll	Wie die anderen schon gesagt haben,war davor echt begeistert und jetzt Net mehr.währe gut wenn das Alte wieder kommt	1375978015254.0
Bundesliga Bei Bild	negative	Schlecht	Langsam,stürzt ab,Unübersichtlich...einfach nur schlecht !	1376384150541.0
Kicker	negative	Nervige Werbung	die sich nicht abschalten läßt und somit einige Funktionen verhindert. Insgesamt ist die Werbung immer deplatziert. Die Bedienung ist nicht (war nie) flüssig. Da muss noch einiges verbessert werden!	1410191923234.0
Kicker	negative	Nach update schlecht	Vor dem Update ging alles gut, jetzt stürtzt es andauernd ab -.-	1352394837016.0
Toralarm Fussball Bundesliga	negative		Es war meine Lieblings App jetz nicht mehr. Schade 😧	1423252596561.0
Onefootball	negative	War mal besser	Aktualisierungen funktionieren selten bis nur teilweise.	1411675151992.0
Sport1	negative		App funktioniert auf galaxy s nicht. Braucht ewig lange bis sie sich öffnet.	1301850408495.0
Bundesliga Bei Bild	negative	Absolut unbrauchbar.	"Nach dem update absolut schlecht. Warum muss man immer alles ""besser"" machen.?Zudem sind die Bilder pixelig ohne ende. Bitte zurück zur alten app..."	1375760350323.0
Sport1	negative		Katastrophal nach letztem Update!	1428063450011.0
Sportschau	negative	What's happened?!	Zwar klappt das mit den Videos gerade wieder, aber wo ist denn die ansprechend gestaltete Startüberblicksseite geblieben?! Landscape-Modus für Tablets fehlt nach wie vor. Auch manche Sportarten können nicht mehr geladen werden seit geraumer Zeit. So muss man die App dann doch links liegen lassen, wenn einem dauerhaft irgendwelche Bugs in die Quere kommen... Nachtrag: da sich aber auch so gar nichts tut (letzte Tennismeldung von vor Wochen): deinstalliert	1427832495242.0
Onefootball	negative	Seit dem Update schlecht	Schade. Die App war bisher echt toll aber leider gibt es keine aktuellen Spiele mehr und das Aktualisieren geht auch nicht. Ein Wunder das die Tabelle aktuell ist. Aber wo ist die Übersicht mit den Spieltagen hin? Bitte schnellstens Ändern ansonsten muss ich sie auch deinstallieren wie viele andere auch und es wäre schade darum.	1419095871882.0
Sport1	negative	Verbindungsfehler	Seit dem letzten Update startet die App nicht mehr, es wird immer nur Verbindungsfehler angezeigt. Die App kann nur durch den Anwendungsmanager beendet werden.	1428043229866.0
Sport1	negative	Geht nicht	Die App ist toll. Wenn sie wieder zum öffnen ginge. Bricht beim hochladen immer zusammen.	1428053867133.0
Fussball.de	negative	HTC M8	Stürzt jedes mal ab totaler mist, sonst war sie immer echt Super..	1433425598392.0
Fussball.de	negative		Was für eine Scheiße!	1406660346103.0
Toralarm Fussball Bundesliga	negative		Neue Version bekommt rote Karte!!!	1422713047887.0
Bundesliga Bei Bild	negative	Nicht verwendbar	"Nach der Umstellung nicht mehr zu gebrauchen, zeigt bei mir keine News mehr an, dauerhaft am Laden, stürzt ab und total unübersichtlich...die größte Frechheit ist das man jetzt Minimum 8€ im Monat zahlen soll für ein paar Minuten Videos???wer macht sowas??die ""meinklub-App"" war mein Favorit unter den News-Apps mit 5 Sterne Bewertung und nun nicht mal mehr 1 Punkt Wert....schade"	1376021583066.0
Fussball.de	negative	Läuft nicht mehr	Stürzt neuerdings nach dem Starten ständig ab. Samsung S6	1433956931596.0
Sport1	negative	Fehlerhaft	War immer sehr zufrieden doch jetzt kommt es zum Verbindungsgehler beim Öffnen der App und ich kann diese so nicht nutzen	1428061514153.0
Fussball.de	negative	Anmeldung erforderlich	Schwachsinn. Wozu brauchen die meine Daten?!?	1407476872125.0
Kicker	negative	Neues Update	Ich habe diese App echt geliebt. Man hat schnelle Benachrichtigungen erhalten. Aber jetzt!!!! Ich bin enttäuscht von der neuen Version. Nichts funktioniert mehr. Die Benachrichtigungen kommen 20 min zu spät. Da nützt mir die Benachrichtigung auch nichts mehr. Richtig doof fand ich dann noch, dass man alle Teams neu einstellen musste, um vermeintlich benachrichtigt zu werden. Ich hoffe, es wird ganz schnell wieder verbessert!! Außerdem lädt alles ewig! Einzig positiv an der Neuerung ist das Layout.	1398975755780.0
Sport1	negative	Bitte wie iOS App.	Nicht so gut, wie die iPhone App. Design & Geschwindigkeit schwach. Schade, denn die iPhone App ist klasse! Ich hoffe es wird dran gearbeitet.	1322323752566.0
Toralarm Fussball Bundesliga	negative		Unaktuell	1411221683062.0
Sport1	negative	Verbindungsfehler	Seit einiger Zeit kann ich die App gar nicht mehr öffnen! Somit nutzlos	1430768450846.0
Sportschau	negative	Na geht so	Tab 10.1N livestream nur im hochformat.dadurch zu kleines bild. Zu leise. Zugriff auf einstellungen geht meistens nicht und stürzt dann ab!	1340914038398.0
Toralarm Fussball Bundesliga	negative		War vorher besser. Hab heute keine Benachrichtigung bekommen, gestern ging es noch. Schade	1422720710353.0
Sport1	negative	Die App geht nicht	Die App ladet nur und flimmert nur und steht kein netzwerk ubd die Videos laufen und höngen sich auf	1429016639513.0
Sport1	negative	Keine BBL Playoff-Daten . . .	obwohl auf der Website welche borhanden sind. Was soll das?	1337528508026.0
Sport1	negative		Falsch Daten der Tabelle der 3. Liga! Auf dem iPhone komischerweise richtig.... Was ist hier los???	1303931709711.0
Onefootball	negative		Gratuliere, ihr habt die beste APP f liveergebnisse mit dem neuen update zerstört	1397585662915.0
Onefootball	negative	Super App	Muss wegen der Mangelhaften Aktualisierung der Daten drei meiner fünf Sterne entfernen. Sollte es wieder besser werden gibt es auch wieder fünf	1429645210168.0
Bundesliga Bei Bild	negative	Schlecht	Das app stürzt nach jedem erneutem Start ab. die Videos von den Spieltagen sind okay, aber sie sind nicht synchron!! Absolut schlecht, wenn man vorher schon hört, dass ein Tor gefallen ist, bevor man's überhaupt sieht. Außerdem fehlen Interviews nach dem Spiel. Und die meisten Inhaltem sind nur noch nach Kauf zugänglich! Wird gelöscht !!	1376573089496.0
Bundesliga Bei Bild	negative	Haha	Voll der witz die app! Für alles Geld zu verlangen! Hallo?!? Dann lieber Kicker App oder Spiegel Online!!!	1376860162491.0
Sport1	negative	So was kann man doch nicht anbieten	Hab ein Nexus 4... Die Auflösung der APP ist viel zu klein, nutze deswegen lieber die Konkurrenz.	1359831968735.0
Fussball.de	negative		Abstürze und Hänger	1418792033539.0
Onefootball	negative	Spiel ist zu Ende....	Nach einer Stunde fallen die Tore. Richtig Schlecht	1418762284667.0
Fussball.de	negative		Tore sieht man, Aufstellung nicht. App wird direkt wieder deinstalliert	1412719876612.0
Toralarm Fussball Bundesliga	negative	Was ist los ?	Was habt ein hr mit der schnellen app gemacht ??? Totaler shit !!!	1422715263134.0
Sport1	negative	Naja...	Inhaltlich gut, optisch eine Kathastrophe.	1348088626813.0
Bundesliga Bei Bild	negative		Kommt runter.....	1377353963644.0
Bundesliga Bei Bild	negative	Gammel	Was soll man sagen.....1. MeinKlub um längen besser schei.. auf die videos 2. Dann noch bezahlen.....so bekommt man Kunden....also....ein absoluter rückschritt.....werde es wieder löschen und mir den kicker laden ist um längen besser als Bundesliga bei Bild.... Im diesen Sinne Ciao....war vorher ein top app	1376371139833.0
Onefootball	negative	AUFSTELLUNG	Ich hatte mir mehrere spiele live angeschaut und die Aufstellungen sind bei der APP immer falsch behebt dass Problem bitte	1417642954006.0
Fussball.de	negative	Schnell neues update bitte	Nervt nur noch. Hab sie jetzt 4mal hintereinander runter geladen, jedoch lässt sie sich nie öffnen und stürzt nur noch ab...Der letzte Mist. War mal besser...	1432498971894.0
Sport1	negative	Keine Verbindung...	Seit dem letzten update steht die ganze zeit keine Verbindung... egal ob mobile daten oder wlan. Die app lädt einfach nicht auch nach neustart des phones bzw deinstallation... hilfe..	1428671408424.0
Sport1	negative		mist, scheint uralt zu sein, vertrüge dringend ein Update	1365253547668.0
Bundesliga Bei Bild	negative	Nur noch Dreck	Seit diesem Jahr nur noch Abzocke. Hatte meinKlub über ein Jahr benutzt. Nun wird der Mist deinstalliert!!!!	1377358370994.0
Sport1	negative	Keine Tablet-Unterstützung	Deshalb wieder deinstalliert.	1332016399607.0
Sport1	negative		Seit dem update flimmert es immer. Ich kann es nicht mehr öffnen. Ich hoffe es ist bald behoben.	1428053465290.0
Toralarm Fussball Bundesliga	negative	Nichts geht mehr :-(	"Keine Benachrichtigungen mehr, ""Daten konnten nicht geladen werden"", neue Version unübersichtlich. Schade, vor Update war ich zufrieden. Deinstalliert!"	1422997000123.0
Onefootball	negative		War mal ne gute app kann nicht mehr öffnen wenn nicht bald behoben wird schmeiss ich raus	1400266284043.0
Sport1	negative		Nette Grafik, aber wirklich lahm. Macht einfach keinen Spaß.	1304840975475.0
Sport1	negative		Glückwunsch. So schnell habe ich noch nie eine app wieder entfernt. Schrott.	1383235337754.0
Sport1	negative	Schlecht	Bin vom iPhone 4 aufs S3 umggestiegen... auf dem s3 ist die app einfach mist..updates wären in Form von besserer Auflösung Pflicht!	1343481478093.0
Sport1	negative	Hey	Was soll der scheiß...ihr hängt eh schon 10min hinterher...und jetzt geht nix mehr...verbindungsfehler...eher ein gehirnfehler...deinstalleischon joo	1428048325773.0
Bundesliga Bei Bild	negative	Absoluter Schrott	wie kann man eine gute App so versauen Schade	1376076080611.0
Sportschau	negative	Könnte besser sein	Ich begrenze in den Einstellungen die Sportarten auf Fußball und bekomme in der Übersicht trotzdem Volleyball angezeigt. Nervig. Und auf bewegte Bilder aus der Bundesliga wartet man auch vergeblich.	1430672985931.0
Onefootball	negative		Schlechte aufstellungssicht . Wenn das spiel begonnen hat sieht man die anstoßzeit nicht mehr und spieltag nachschauen umständlich lädt nicht	1425242142099.0
Sport1	negative	Mein Verein fehlt	An der Performance der App gibt es seit dem jüngsten Update nichts mehr zu bemängeln, aber wieso schafft ein eine Funktion wie mein Verein ab? Was soll das, sobald diese wieder verfügbar ist gibt wieder 5 Sterne für die beste Sport-app auf dem Markt!	1390782545059.0
Sport1	negative	Update	Seit letztem update lässt sich die app nichtmehr öffnen	1428055106483.0
Kicker	negative	Zu viele rechte	Wieso braucht eine sportapp so viele rechte? werde diese app deinstallieren, so nicht lieber kicker.	1375762055966.0
Kicker	negative	Nach dem Update	Nur noch schlimm. Schlechte Bedienung. Einige Daten wie Spieltagstabelle weggefallen. Nur noch der aktuelle Spieltag sichtbar.	1408212987978.0
Bundesliga Bei Bild	negative	Aus top mach flop	"Wo man früher noch bis in die 3.liga alles angucken konnte, top artikel lesen konnte, videos ab und zu für free bekam, soll man jetzt für ALLES zahlen. Selbst für lachhafte artikel. 3. Liga ist komplett verschwunden. Ihr könnt euch eure ""geldmaschiene"" sonst wo hin stecken! Ich hoffe die app wird ein flop! Für mich ist sie das jetzt schon"	1376698575584.0
Kicker	negative	Managerspiel geht nicht	Ich kann mich beim Managerspiel nicht richtig anmelden. Hoffe auf Verbesserung, dann auch 5*****	1406796444973.0
Sport1	negative	Naja...	...also mir fehlt ja son bisschen der live stream? Was will ich denn mit lifeticker dafür hab ich 'ne eigene app ^^	1409595719321.0
11 Freunde	negative		Stürzt ständig ab	1397594465966.0
Toralarm Fussball Bundesliga	negative		Seit dem update extrem lange Ladezeiten. Echt schade. Vorher war alles top. So nicht zu gebrauchen. Nexus 4. Android 5.0.1	1422995520292.0
Kicker	negative		Nutzlose Anwendung	1340561893481.0
Kicker	negative	schlechtes update	nach dem update viel zu voll gepackt und unübersichtlich! leider nicht mehr gut zu gebrauchen.	1347620645355.0
Kicker	negative	Update	Seit dem scheise	1347653287215.0
Sport1	negative	Tablet-Optimierung?	Auf dem Nexus7 wird nur die 1/2 des Displays verwendet. So macht es keinen Spaß...	1376836981576.0
Kicker	negative	Einfach nur noch lahm!	War mal eine meiner lieblings-apps. Nach dem update ist sie quasi unbrauchbar. laedt eine ewigkeit, wenn man sich einen artikel anschauen möchte, selbst mit wlan nicht schneller... Kann nur abraten!	1360018164842.0
Onefootball	negative	Benachrichtigungen	Immernoch keine benachrichtigungen, und wo kann man überhaupt einstellen wie man benachrichtigt werden möchte?	1410898292491.0
Kicker	negative	Schade	Sehr langsam geworden. War mal besser	1410283213810.0
Sportschau	negative	Zugriffsrechte K.O.-Kriterium	App gut. Aber Tel.ID etc. braucht man dafür nicht. Daher nur 1 Stern.	1340616533723.0
Bundesliga Bei Bild	negative	Omg	Das die bild geld geil ist wahr mir klar da holl ich mir lieber die kicker app	1376753025823.0
11 Freunde	negative	Leider nicht auf Galaxy S 4 zu installieren !!	Bitte nachbessern , lässt sich leider auf Google Nexus 7 und Samsung Galaxy S 4 nicht installieren bzw. bekommt man gar nicht für diese Geräte angeboten !!	1370332570461.0
Sport1	negative	Es fehlt was!	Wo ist mein Verein geblieben, das war ursprünglich der Grund zum dl aber Nu ist das ne einfache Sportnews app! Langweilig	1390650945318.0
Kicker	negative	Seit update	Lässt die app sich nur noch vom taskmanager schließen .... Nervig .... Bitte wieder ändern .!!!!!!!!	1347825146666.0
Sport1	negative	Läuft nicht mehr....	...... seit dem Update nicht mehr zugebrauchen	1428053300024.0
Fussball.de	negative	Eigentlich 0 Sterne	Stürzt nur ab...	1433720668940.0
Kicker	negative	Sgs2	Die app geht garnicht voll der misst	1347716772765.0
Sport1	negative	Richtig schlecht!!!	Von 30 Meldungen sind 20 über Fußball und 10 davon über die Bayern!!! Benennt euch um in FCBayern1!!! Keine Tabellen und Statistiken mehr, viele Rechtschreibfehler, live-ticker nur zu Fußballspielen, push sehr zeitverzögert, wenn überhaupt!!! Alles in allem unbrauchbar!!!	1429321646993.0
Bundesliga Bei Bild	negative	So ein...	Schwachsinn! 8€ im Monat?! Ihr habt eine Klasse App kaputt gemacht. Funktioniert nicht mal richtig und dann auch noch dafür bezahlen? Sicher nicht! Deinstalliert.	1375943789925.0
Sport1	negative	Dauert und dauert...	Eigentlich ist es ja eine gute app aber diese ewig langen ladezeiten sind echt nervraubend und der liveticker ist eine Katastrophe wenn man Ergebnisse gucken will wird die Seite nicht richtig geladen so das man garnicht alles vernünftig sehen geschweige den lesen kann. Es besteht ganz schön verbesserungs bedarf	1381222213743.0
Sport1	negative		HTC Sensation: keine qHD Auflösung! Schade...	1311452191325.0
11 Freunde	negative	Schockiert	11 Freunde als Zeitung top, im Internet auch. Die app is aber ne Katastrophe. Der Liveticker hinkt dem über dem Browser total hinterher. Der Clou ist aber die Benachrichtigung die man ein bzw ausschalten kann, mit oder ohne Ton... Ich hab vergebens gewartet. Sehr schade. Wieder gelöscht.	1429220929689.0
Sport1	negative		Absolut langsam und schlecht. Kicker-app ist viel besser.	1321729100358.0
Onefootball	negative		Schlechtes Update. App lässt sich nicht mehr starten. Htc incredible s	1398716920097.0
Kicker	negative	Fail	Es geht gar nix mehr. Vielleicht mal testen vorm veröffentlichen!	1347799872554.0
Fussball.de	negative		Schließe mich meinem Vorredner an, stürzt beim starten ständig ab. Nutzlos und sehr ärgerlich... Samsung S5	1431174239388.0
Kicker	negative	Sehr gute App	Leider funktioniert sie nur außerhalb des Stadions. Während des Spiels kann man keine Ergebnisse laden. Deshalb nur zwei Sterne von mir. Im Jahr 2014 erwarte ich, daß moderne Apps auch ohne Verbindung funktionieren. Immer noch keine Verbesserung. Keine Ergebnisse während des Offenenhaltes im Stadion. Da sich immer noch nichts verbessert hat, gibt es nur noch einen Stern.	1429304137769.0
Onefootball	negative		Nicht mehr so gut wie früher :(	1405018019603.0
Sport1	negative		Geht nicht	1429974536693.0
Toralarm Fussball Bundesliga	negative		Geht gar nix. Zum kotzen	1422721335553.0
Bundesliga Bei Bild	negative	Scheiß teuer	Gute Idee aber viel zu teuer und dann für eine app ein Abo abzuschließen...	1376825075835.0
Bundesliga Bei Bild	negative	Frechheit	Zu überteuert. Da gibt es andere apps die das gleiche leisten und kostenlos sind. Schade eigentlich.	1383925335384.0
Onefootball	negative	Läuft nicht mehr rund!	Aktualisierung der Ergebnisse total schlecht und verzögert. In meinen Augen unbrauchbar! Schade.	1425670799264.0
Sport1	negative	?	An sich eine super app aber seit gestern kann ich sie nicht mehr öffnen. Hängt sich jedes mal auf. BITTE BEHEBEN	1428045396002.0
Onefootball	negative		Nach dem Update nicht mehr so übersichtlich	1419096036448.0
Toralarm Fussball Bundesliga	negative	Vor dem Update beste App,stürzt jetzt ständig ab,Daten konnten nicht geladen werden,schade	HTC One M8	1423321317384.0
Bundesliga Bei Bild	negative	traurig	seit dem update kostenpflichtig , unuebersichtlich und stuerzt permant ab. meinklub war um laengen besser	1377411574921.0
Toralarm Fussball Bundesliga	negative	Nichts geht mehr :(	Bitte bitte bitte wieder die alte Version.	1423325209165.0
Bundesliga Bei Bild	negative	Abstürz App	Warum liebe Hersteller stürzt das Spiel immer ab wieso wieso wieso T_T	1398659790898.0
Kicker	negative	update funktioniert nicht !	ungültige paketdatei ...	1398881705767.0
Sportschau	negative	Ständig Ausfälle	"Ticker Übersicht bleibt oft leer. Wechseln bei Spielen zwischen Alle Spiele und Das Spiel geht nicht. Und eigentlich handelt es sich ja um eine Webseite... Da geht mehr für meinen Beitrag. - 27.09. Heute wieder während Bundesliga beim ""Live"" Ticker der Text ""momentan nicht verfügbar. Deshalb nochmal ein Stern runter."	1411832648608.0
Sport1	negative	Seit gestern nicht mehr zu gebrauchen	Bildschirm flimmern und das war's!!!!!! Ansonsten war sie ganz net aber nicht die schnellste beim aktualisieren, gerade beim Fußball nicht gerade toll	1428061156678.0
Fussball.de	negative	Danke für die Entscheidungshilfe....	Ab sofort lese ich einfach wieder auf meiner Vereinsseite nach, da bin ich schneller.	1408432049644.0
Sport1	negative		Geht nicht mehr schade	1428002611747.0
Kicker	negative	War früher besser	Zu viele Bilder und lange Ladezeiten. Einfach ist manchmal besser wie beim Fußball.	1399753680375.0
Toralarm Fussball Bundesliga	negative	BL TorArlarm	Würde nicht mal einen Stern mehr geben da nix richtig mehr funktioniert. !!! Leute wenn ihr das nicht hin bekommt bin ich weg !!!! Von 5 Spiele , nur 2x TorArlarm benachrichtigung empfangen! Hallo !!!!! Schon wieder ein update und immer noch nix was hier funktioniert !	1423076957369.0
Onefootball	negative	Warum werden Ergebnisse nicht aktualisiert??	Eigentlich nicht schlecht, zu viele Informationen? Ergebnisse der EURO Quali werden nicht angezeigt und selbst nach Anklicken nicht behalten	1427492328485.0
Toralarm Fussball Bundesliga	negative		Bekomme keine Benachrichtigung mehr	1422650702603.0
Sport1	negative	Kacke	Bei live spielen sieht man keine ergebnise !!	1350418706182.0
Toralarm Fussball Bundesliga	negative		Die App läuft nicht...Toralarm wird eingeblendet, aber Hauptseiten laden sich zu tode......und nix passiert........	1416671571491.0
Bundesliga Bei Bild	negative	Totale scheisse	Immer wenn ich's starten will steht: Bundesliga bei Bild angehalten	1420488193698.0
Bundesliga Bei Bild	negative	Scheisse geworden	Es war so eine geile app bis updade kam u nur mit bild plus hammergeil is	1376751565036.0
Onefootball	negative		Sehr Geil. Einfach mal einen Verein zu vergessen. Blau-Schwarz ein Leben lang. 1. FC Saarbrücken!!!	1404946489837.0
Kicker	negative	Läd sich tot	Passiert kaum noch was. Läd und läd und nix baut sich auf.	1423082586932.0
Kicker	negative	Nervt nur noch !!!!!	Unerträglich lange Ladezeiten. Trotz schnellem Internet und WLAN. Ich kann diese ewige Eieruhr nicht mehr sehen. Schade......wie man eine gute app kaputt macht.	1427051863966.0
Bundesliga Bei Bild	negative	Einfach nur schlecht ... !	Diese app ist einfach nur schlecht ... Holt wieder die alte mein klub app ausm schrank ... ! ... Habe die neue app gleich deinstalliert ... !	1376481589179.0
Onefootball	negative		Die App ist sehr gut!! Allerdings gibt es seit heute Probleme z.B. werden die Live Spiele nicht aktualiesiert! Das Spiel Wolfsburg - Köln geht gerade seit einer halben Stunde aber in der App ist die Partie noch nicht mal angepfiffen !! Bitte verbessern dann 5 Sterne	1419098513969.0
Kicker	negative	Boooring	Updates sollen Verbesserungen bringen,das ist gründlich in die Hose gegangen.viel mehr klicks notwendig um zum ziel zu kommen,was mit den sehr langsamen ladezeiten überhaupt keinen Spaß mehr macht.	1348411223680.0
Sport1	negative		Immer nur verbindungsfehler	1428023610757.0
Bundesliga Bei Bild	negative	Voll SCHEISSE !!!!!	Wenn ich die app anklicke stürtzt sie ab.	1383497242716.0
Toralarm Fussball Bundesliga	negative	Total versagt	Die app lädt nicht und zeigt falsche Ergebnisse an ich würde mir diese app nicht downloaden da schlimme technische Probleme vorliegen	1422721497427.0
Fussball.de	negative		Geht nicht	1406647316282.0
Bundesliga Bei Bild	negative	Wie kann man eine gut funktionierende app nur so verschlimmbessern!!! Schade, deinstalliert..	Unbrauchbar	1376155652994.0
Toralarm Fussball Bundesliga	negative		seit dem letzten update funktioniert die benachrichtigung nicht mehr!	1415994314896.0
Sport1	negative		Ergebnisse stimmen nicht. Aktualisierung hängt. Was ist hier los?	1424542380214.0
Fussball.de	negative		Stürzt beim laden ständig ab. Samsung S5. Sehr ärgerlich. Bitte schnellstmöglich beheben.	1432735990141.0
