positive	Du weißt nicht , wie Du die Zeit bis 18  Uhr überbrücken sollst ? Hier : http://t.co/5lV3E1AXtW - take part and RT. :) #ltwby13 #ltwby
positive	Mp3 Player ist ein Schatz . Erst arctic monkeys , Nirvana und dann hole .
positive	Der neue Papst twittert unter @Pontifex #Franziskus :)
positive	"Ulrich Kelber über sein Jahr mit Peter Altmaier : "" Er ist mein Lieblings - Twitter - Freund "" http://t.co/zr866DrKPk"
positive	@bloodyfootprint .... das macht allerdings sinn , ja ;D ich schreib dir auf tumblr ein ask , okay ?
positive	Ich habe ein @YouTube - Video von @brokenthumbsde positiv bewertet : http://t.co/HjBMBTA2zG JUDAZZZZ : Crafting Battle #004 - SUPER MARIO
positive	Der ist ja putzig ! :) Der neue Papst .
positive	RT @DoroBaer : Auf den ersten drei reinen Listenplätzen stehen 3 Frauen - und gleich auf vier ein cooler JUler ! Das ist die moderne CSU # ...
positive	@damla_asci Jaa ich auch :D sag mir Bescheid falls du doch noch ne Gruppe auf Facebook findest oder so :D
positive	Mit dem Herzmenschen Autobahn fahren und nen krass gutes Album hören .
positive	"RT @vertigonix : das wahlergebnis zeigt AUCH : "" je öfter ein dogma wiederholt wird , desto mehr menschen adaptieren es "" "" #deutschlandgehtsgut "" …"
positive	Wir haben einen neuen Papst !
positive	NF : Ein Argentinien als Papst ? Wenigstens kommen damit gute Lüfte in den Vatikan :-)
positive	#Merkel-Regierung fordert Reformeifer in Kriesenländern ? Ich fordere mehr Revolutionseifer !
positive	@DerPatevonAltH ja ein neuer Papst Bitches !! Sperrt die kleinen Kinder ein :)
positive	@svente_fox Hm , das muss ich dir ja jetzt mangels alternativer Quellen glauben . ;-)
positive	Obama und Erdogan : „Wir sind uns beide einig , dass Assad weg muss“ - Handelsblatt - http://t.co/BJ2sonA0w1
positive	RT @HerrTutorial : Block A irgendwo direkt vor der Bühne - soll ich VLOGGEN :) ? @Celine2403 : @HerrTutorial @onedirection die frage ist wo DU…
positive	Was ich bisher vom #Papst #Franziskus gehört habe , gefällt mir sehr !
positive	"@cherrykitty1411 Und gleich singt der Papst : "" Deine Augen machen bling bling und alles ist vergessen . "" :)"
positive	RT @saprib : Falls ein Schwarzer zum Papst gewählt wird , steigt dann auch weißer Rauch auf ? :-)
positive	RT @littlewisehen : . - ) ) RT @SatireLupe : Am 13.  3.  13  sollte man keinen Papst wählen . Aus Prinzip
positive	RT @littlewisehen : . - ) ) RT @SatireLupe : Am 13.  3.  13  sollte man keinen Papst wählen . Aus Prinzip
positive	@Lykaion @rolfholub Und für Holub alleine hat man sich auch nicht engagieren können und die grüne Basisideologie kann ich nicht vertreten .
positive	Die Anfragenflut nach der WoMenPower macht Laune .
positive	"Och ... die Dolora is aber "" zärtlich "" , für ' s Fernsehen ! :-( #RTL2 #EXKLUSIV"
positive	Ein FDP Politiker folgt mir jetzt . Hilfe ! Ich will das nicht !
positive	Kann nicht schlafen - . - Naja , dann gucke ich eben #domian :) http://t.co/zEOb67Kj9L
positive	@AsarFeride dann hab ich js das brste bekommen ;-)
positive	So jetzt ist Feierabend ... :) Heute hat auch für mich die Hochzeizssaison begonnen . Das Wetter war zwar nicht ... http://t.co/jvavGhe7Xl
positive	wir haben wieder einen Papst :) http://t.co/YiT6Y8lcV8
positive	Nein wir berichten nicht über den neuen Papst :) Aber die heilligen Dance Hörer in diesem Lande sollten ... http://t.co/WdQzDTk9Uu
positive	#Insamsul lecker #Schnaps mit einer #Wurzel . #DPR #Nordkorea #Kellerfund #DDR Altlast :-) auf Kim http://t.co/t1ujgsMcNS
positive	"Rassismus : "" Als schwarzer Mann hat man hier keine Rechte "" http://t.co/CUcROOwbuN via @zeitonline"
positive	@lukaspfisterer Ich bin gespannt . Ich hoffe , nach den Wahlen auch :-)
positive	RT @polarluft : Julias Titten sind ok , aber ihre Vagina ? Wieso redet ihr über sowas ?
positive	Will jetz Radl fahrn oder Inliner :(
positive	Epic . Mmd ;-) #esc RT @BendlerBlogger : #esc2013 We are one ist das Motto ? Hatten den selben Werbetexter wie die SPD .
positive	#vatikan hoffentlich ist der neue papst aus ghana oder china :-)
positive	Ohne Armut nur halb so sexy #fdp #ehrlichewahl
positive	@FreiheitHeute Gibt es einen aktuellen Anlass dazu ? ;-)
positive	#Telmi #Internet | #web | Sonntagsfrage : Union legt weiter zu : Die Union kann in der Gunst der Wähler weiter ... http://t.co/M9a9hNFGYc
positive	Journalisten , ausländische Autofahrer , Windräder : #göring - eckardt wirft #csu und #seehofer Politik der Ausgrenzung vor . #ltw13 #grüne
positive	Du Willst Die Wahrheit Hören ? Ich Liebe Dich ♥♥
positive	@_phoeni wenn ich ans Wappen der Sedisvakanz denke würde ich sagen das Karussel stoppt wenn du einen Papst wählst http://t.co/MxIbTV9pv4 :-)
positive	@VolkerK_ kann es sein , dass die @AgnesKrumwiede so was ähnliches für die Grünen ist , wie @peersteinbrueck für die SPD :-)
positive	"Die #gruene n und "" Keine Pflanze ist illegal "" http://t.co/2sOdwBVvzj via fefe :)"
positive	Das soll sowohl ein Kommentar , als auch eine Frage sein :) Was ist mit Minecraft Key gemeint ( @YouTube http://t.co/p3lbZu4GZO )
positive	"@sekor @tralamitti Echte Klassenkämpfer , die Grünen ! - Erinnert mich an den "" Klassenkampf in der Bundesbahn "" 1983 . http://t.co/OCPDYViIcb"
positive	Neue Angebote : Jetzt sparen mit den Angeboten von MyToys im Sale : 1 . Super Sale Angebote , stark reduzierte War ... http://t.co/Rr3hOWeTTB
positive	Ist das virale verbreiten von http://t.co/tephK0IRzQ vielleicht schon die Studie selbst ? ;-) #tvduell #btw13 cc @thorstenfaas
positive	Geraer SPD hat Besuch bekommen ;-) http://t.co/uXCNgccUvD
positive	"Liste des "" Time "" - Magazins : Rapper Jay - Z ist einflussreicher als Merkel : Papst Franziskus ist vor ihr , Yahoo - Ch ... http://t.co/QzffFvI6jF"
positive	RT @therealmoneyboy : Hat ein Fan heute zum Geburtstag bekommen . :) SWAG http://t.co/TwZm1oT4M2
positive	@Carsbos Also wenns nicht klappt dann ist schon ok ;-)
positive	"Leipziger Direktkandidaten zur Bundestagswahl : "" Gute Wirtschaftspolitik ist das A und O für Leipzig "" - Bettina ... http://t.co/3g0WUL83Oi"
positive	Baden , Wandern , Bummeln auf Ischia - „Angela Merkel ist wie eine ganz normale Urlauberin“
positive	Wir suchen #Produkttester für die #AeroPress . Los geht ' s ! Bewerbt euch ! :) http://t.co/iPhsRLdVgd http://t.co/WnDyjRRnZx
positive	Ich will nach Hause , darf aber nicht . Denn Seehofer ist plötzlich wieder da . #tvduell #ltwby13 #brduell http://t.co/EuV0JgU21G
positive	Von @zdf zu @phoenix_de geswitscht , da Fussball mich net interessiert . #Vatikan #Papst #HabemusPapam #Pope
positive	"@LeFronc Bei der CSU sind Aliens , die die Erde infiltriert haben , darunter vorrangig Bayern vllt. der "" Feind "" ;)"
positive	Hey #Piraten , wir benötigen einen Ball zum Fußball spielen in der #WKZ . Bitte :)) Denn manchmal sind auch Kiddies anwesend .
positive	RT @VickySpielfrau : #schwarzgrün in tirol ist durch. hoffentlich bleiben die grünen grün ( damit tirol grün bleibt ) ;) da bist du #platter
positive	@sven4153 Schade . Ich war heit 24/7 zuhause . ^ ^ Hab mich lieber mit Zocken , Musik und Wahlprogramm der Linken beschäftigt . ^ ^
positive	@Papst_Benedikt du wirst immer der beste papst bleiben :) &lt;3
positive	Dies gefiel mir heute in Oberursel : Farbige Idylle am Rande der Wüste : Fotografiert am 29.04 . 2013  i ... http://t.co/VE3MCMX3TW #oberursel
positive	RT @knutfinke : Zeit für eine Schwarze Socken Kampagne :-) RT @Doener : Bouffier ( #CDU ) schließt Koalition mit #AfD nicht aus http://t.co/fZ …
positive	SexyNaty : Fast hätt ich mir ins Höschen gemacht , weil ich so dringend musste ... :) Kaum war die kamera an schon ... http://t.co/jT966E7NMr
positive	RT @Nachtfalke_de : #Piraten in der ehemaligen Stadt der abgestuften Chancengleichheit ;-) #btw13 #Herne http://t.co/oq0VWOU4oj
positive	@Creamcakes_ jaa , der Rest vergeht wie im Flug :) woher kommst du , also welche Stadt ? :))
positive	RT @Mario_WL : [ Außer #AfD und #NPD ] #fixed RT @denyo252 : Ach ja , geht bitte morgen alle wählen ! Egal , welche Partei ! #gehwählen ! :)
positive	ich wär ja für den schwarzen papst gewesen ! :(
positive	. @Noeh_A Die #Linke hält zusammen :-) Egal , was kommt ! So soll es !
positive	RT @250919xx : @Patrickfrankx24 Wäre super wenn die AfD auf wenigstens 10%  kommen würde .
positive	RT @OezcanMutlu : #MutluBankt heute in der Bild Berlin :-) Wir wuppen das ! #ErststimmeMutlu @gruene_berlin @gruenemitte http://t.co/KklUDrWt …
positive	RT @HerrTutorial : Wünsche meinen treuen Followern einen GROßARTIGEN Morgen ! ❤
positive	RT @citykirche_sw : Nur mal so interessehalber : Würde eigentlich CDU - Grüne ohne CSU reichen ? ;-)
positive	@ZDF Die beiden sehen sich ja auch so ähnlich :-)
positive	@ElRey_MUC Aber nur einer davon ist Sponsor ;-)
positive	RT @SonjaAblinger : @ArminWolf Auffällig . Der neue Papst kommt rechtzeitig zur #zib-Sendezeit . Wie habt ihr das hinbekommen :) ?
positive	RT @_ankey : Es hat nicht noch zufällig jemand ' nen Ticket für die DSDS Show am 4.5 . ? Please ?! :)
positive	Hat der neue #Papst eigentlich auch Probezeit ? ;-) #conclave
positive	@binichjeck jetzt bin ich ja schon weg xD
positive	Peter Scholl - Latour : Krieg mit Nordkorea total unrealistisch - http://t.co/LJxLXbgPOR
positive	@angel_of_sand https://t.co/xhat51AAoA wenn wa schonma dabei sind XDDD + dich unterhalt * XD
positive	Die Kirche braucht einen freshen und tighten Papst um mehr Jugend in die Kirche zu locken , yo
positive	RT @ErhardScherfer : Nächste Woche , dann ist auch die Kanzlerin zurück vom Baden ... :-) MT @ge12345ge : Wann geht es denn bei Phoenix wied ...
positive	und natürlich in St. Ingbert ist auch noch ein Infostand von 9-12 Uhr . Wenn das nicht #entfesselt mal hinzugehen ;-)
positive	RT @SPIEGELONLINE : Großer Jubel auf dem #Petersplatz : Der neue #Papst ist gewählt . Hier geht ' s zu unserem Liveticker : http://t.co/oWoBHb ...
positive	@C0n574n71n Na lecker :D Vielleicht passiert es dir ja selber mal :*
positive	Ich bin auch discordischer Papst aber das @ZDF berichtet nicht über mich . Ich hab sogar blauen Rauch ! :-)
positive	Lol RT @derschulte : Seit #Steinbrück den @FlorianPronold benannt hat nennt die @SZ es Wahlkampf - und nicht mehr Kompetenzteam ! #spd
positive	@Akinmuslera ah soo😄 hast du Instagram ? Karsilikli takip yaparsan benide gormus olursun :) aber es ist Ihre Wahl , ob Sie wollen oder nicht
positive	@derfrem_de Oder vielleicht doch eine Titanoboa ? ;-) #Primeval
positive	Avatar ist ein Film , in dem ein blauer Schlumpf den Wind kontrolliert und versucht Britannia zu retten !
positive	"RT @AranJaeger : "" Ihr werdet euch noch wünschen wir wüden Politik machen wollen ! "" #richtigesprueche"
positive	@Ekynos wie immer SPD ohne benimm . Das würde die CDU nie mit SPD Plakaten machen ;-)
positive	»So haben die Japaner die Idee vom Schlaraffenland perfektioniert . « | http://t.co/oRWWQMT9k1 | #amazon #kindle #franken
positive	Wenn ihr jetzt alle die Piraten wählt , halten die im Bundestag soooo lange die Luft an , bis die USA mit #PRISM aufhören . #btw13
positive	@AURonline Das hören wir auch ganz oft ;-)
positive	Angela Merkel ist erfreut über das neue Enthüllungsbuch ohne Enthüllungen . Die Vereinbarung mit BILD hat gefruchtet
positive	@apfeltalk Macht Frau Merkel heute auch beim Hangout mit ? Die ist doch jetzt „on“ :-)
positive	Warum in #Gottes Namen sind es immer die größten reaktionären #Arschlöcher , die #Papst werden ? #scheißkirche
positive	Badestopp nach dem Frühstück . Gleich setzen wir wieder Segel. http://t.co/IozIkl7NWN
positive	RT @KHRieger : In Wasserburg läuten die katholischen Glocken . Jetzt ist die Nachricht analog getwittert . ;-) #Papst #habemuspapam
positive	RT @KHRieger : In Wasserburg läuten die katholischen Glocken . Jetzt ist die Nachricht analog getwittert . ;-) #Papst #habemuspapam
positive	RT @KHRieger : In Wasserburg läuten die katholischen Glocken . Jetzt ist die Nachricht analog getwittert . ;-) #Papst #habemuspapam
positive	RT @KHRieger : In Wasserburg läuten die katholischen Glocken . Jetzt ist die Nachricht analog getwittert . ;-) #Papst #habemuspapam
positive	RT @KHRieger : In Wasserburg läuten die katholischen Glocken . Jetzt ist die Nachricht analog getwittert . ;-) #Papst #habemuspapam
positive	RT @RegSprecher : Kanzlerin #Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen . оти ?
positive	Ich möchte , dass meine Eltern stolz
positive	RT @iphonemaj0r : Wir haben einen neuen Papst , mal gucken wer es ist :)
positive	@AmiSeungri Ich dich auch bubiiiii :(((( waa soll ich bloß fünf tage alleine in berlin machen :((( ????
positive	@christoph_89 @JulieFreidl @Martin_Olesch Ich lass euch nur die Wahl , ob mit Kreisky - Portrait oder ohne Kreisky - Portrait im Vorsitzzimmer ;)
positive	@AlfredoAvellino oh mein Gott .... du bist wohl nicht mein Nachbar ;-)
positive	Google Glass , iWatch und Co . : Die Nachfolger der Smartphones : Brillen mit Displays und intelligente Armbanduhr ... http://t.co/ogZHNvppnW
positive	. @Bioschokolade hab gehört , das Barca - Spiel war cool . Können die nicht das wiederholen , jetzt wo n Argentinier mit ital Eltern papst ist ?
positive	Polizei - RBK : Leichlingen – Fahrer eines Pkw flüchtete nach Zusammenstoß mit Zweirad vom Unfallort : L ... http://t.co/ur250eziRb #Solingen
positive	":) "" @Tikkachu : Wahlkampf - Eis - Pause mit @lainee42 . Und gleich den Tisch vorm Eisladen zum Wahlkampfstand umgebaut ^ . ^ http://t.co/5qmXg02WTU """
positive	Armer erster Wahlhelfer der #FDP / #CDU , der mich im Sommer von der Seite anquatscht . Nur bei Vattenfall im Kundeservice arbeiten ist schöner .
positive	. @Daniel_Schwanz Er schon wieder , ich war im Ortsverein und habe Plakate geklebt für die #SPD ;-)
positive	@GermanFantasy69 Dabei hätten wir doch ein Foto für sie ;-) @jessiJB81
positive	@zauPERfee jaaaa den Eindruck hab ich auch :D
positive	Unter der Ersten und besten Kanzlerin seit der Wiedervereinigung hat sich die Staatsverschuldung um 600 ... http://t.co/MGxYFiiQxO
positive	Gute Nachricht : #zypern führt den #bitcoin als gesetzliches Zahlungsmittel ein http://t.co/Gs0YUVrPwh
positive	Weißer Rauch - ein neuer Papst ist gewählt http://t.co/7quSsZBSw4
positive	Griechischer Honig als Erfolgsmodell - dank gesunder Bienen http://t.co/3Lpv9a8lTG #AFP #video
positive	@Iossif ich werd ihn morgen sichten . 18:30 haydn. würd mich freuen. cc @martinpi
positive	@TimSchmuckall da waren definitiv mehr grüne und rote funken am himmel als schwarze ! ;-)
positive	So machst du dir heute keine Freunde ! RT @Maxk88 : @ZDF 1 Tag Woche :)
positive	RT @bodoramelow : Die Linke OB steht staunend dabei als unser Fraktionsbus weggeholt wird . Hier sind alle gleich ;-)) #fb http://t.co/7nMWi …
positive	@Landpirat ... wer heute durch / in die Mitte will , wird von ihr zerrieben ( s. #FDP #Grüne ) . ( Piraten ) können es ja gern weiter versuchen . :-)
positive	RT @sternde : NSA - Abhörskandal : Gabriel will Datenverschlüsselung vorschreiben : SPD - Parteichef Sigmar Gabriel will die ... http://t.co/YnZ0KW …
positive	Der #CDU Amigo würde niieee falsche Dinge sagen . Was für ein lach - flash #illner
positive	Super Nummer . Er kann erstmal das Gebet nicht auf italienisch :D #Papst
positive	Jetzt ne runde riddick schaun vin diesel ist einfach der beste *-*
positive	"RT @maennerstreik : Liebe #Piraten : "" Eine weitere feministische Partei ist nicht das , wonach sich zahllose Wähler sehnen . "" http://t.co/1VRe8 …"
positive	Ich bin mir sicher , wenn Nordkorea auch nur waffentechnisch zuckt , geht dort das Licht aus , aber für immer !
positive	@Themenmixer ich dachte nur an voreilige Schlüsse der CSU :-)
positive	Wir haben einen Papst Franziskus ! :-) Amen ! Ein so ein lieber und demütiger Mann !!!
positive	RT @arschhaarzopf : Auch dieser Papst ist ein homophober alter Sack . Hosianna .
positive	+1 RT @EinAugenschmaus : @habichthorn @annmeiritz @mspro Doch , ich kenne durchaus Rentner , die #Piraten wählen werden . Es gibt sie . :-)
positive	RT @Daria_Alexandra : Diesen Papst wollen Schwesterherz @dobsauce und ich mal live erleben :) Ich bin gespannt , wo uns diese Reise hinfüh ...
positive	Bei mir bekommt der @JohannesPonader immer Asyl . Ich mag ihn wenn man sich nicht gerade über Politik unterhält :-) #Lanz
positive	#Funfact für die Stadt #Nürtingen im #WK262 Erststimmen #fdp - 458  #Piraten 480  :)
positive	Nun sind auch @hofmann_heike und Oli Schröbel für die #ltwhe zugelassen :) . #SPD
positive	Statt Donnerstagsspielen mit #Tzolk'in erst #Pabst und dann noch #Bayern . Spielen ist wohl nur auf dem Rasen wichtig .
positive	@ling_rush oh ! Ich hab ' s verpeilt ! Das Gender - Mumble zur PiratinnenKon is am 19.4 . , das zur emanzipatorischer Politik ist am 25.4 . :)
positive	Seit der McDonald ' s Aktion bei twessen fand ich dich toll. ich wollte nur , dass du da ... — Awwwwww ! &lt;3 Wer bist du ? http://t.co/ANgyt5OYkl
positive	RT @DeePrinzessin : 68%  glauben nicht , das die BundReg. die anstehenden Probleme löst , aber 60%  würden Merkel wieder wählen ? So sieht Dummhe…
positive	Ist ok Liebe Frauen , wenn ihr auf Machos mit Charisma steht , aber dann bitte in der Politik einen wählen der auch ... http://t.co/hTpukRfCgm
positive	Grüne wollen kämpfen : „Wir drehen auf , und wir drehen das“ : Die Grünen wollen den schlechten Umfragewerten tro ... http://t.co/R29e2IGLek
positive	@PoolHallMS könnt ihr mir für acht Leute einen Tisch auf den Namen René für morgen reservieren ? :-)
positive	Guter Twitter - Monitor der ZEIT zur Wahl . Welche Wahlkampfthemen bewegen User ? http://t.co/mqZpejPsed #Politik #BUNDESTAGSWAHL
positive	@Fussel_SP ne , ich muss am mittwoch noch latein schreiben , dann hab ich mal ds schriftliche abi :) &amp; &amp; nach pfingsten is glaub dann mündlich .
positive	Sohn Wetta wie heute morjen am 22.  und die Piraten kriejen minnistens 15%  ;-)
positive	@hirnhatz Wenn Freie Wähler wie die AfD bei Umfragen um 4-5 % ständen , würden sie locker die 5 % - Hürde nehmen , so brauchen sie noch 1,2 Versuche !
positive	Du darfst auch mit #undDu twittern :) RT @DoroBaer : Ist #TVDuell offiziell ? Oder gibt es wieder 1000  verschiedene ?
positive	Im Team zeigen sich viele beflügelt durch den neuen Papst . Führung und Leitung tun gut ...
positive	"Hermann Gröhe wartet auf grünes "" MenschenWatch "" . Und ich dachte immer , dafür will die CDU die Vorratsdatenspeicherung einführen ."
positive	@Ober_Franke Hauptsache ich habe Abgeordnete , die meine Meinung vertreten und mich wirklich repräsentieren :))
positive	RT @ProSieben : Nicht vergessen . Das Leben ist schön .
positive	de vuelta al trabajo. aunque suena raro , alegría total ! zurück zur arbeit. auch wenn es komisch tönt , freude herrscht !
positive	RT @DerRotschopf : Die vom Martin #Lindner bezahlten #Claqueure wirken ziemlich verlassen ;-) #Hartaberfair #FDP
positive	@Netz4ktivisten raff ' ich das jetzt nicht ? oder rafft die BundesreGIERung nicht , dass sie nicht einfach wollen darf ?
positive	@PPMite Was habt ihr alle immer gegen Köln ? ohh wait ! O _ o
positive	:) deswegen #SPD und #UDE “ @BayernSPD : Euch nervt gerade eure Internetgeschwindigkeit ? - Wir ändern das : https://t.co/ck4ObSzO7v #tvduell ”
positive	@Verenaaa_14 joo vlt :) die ander kollegin weiss ned ob sie kennsch abr sie heisst Tamik _ ×3
positive	RT @isipisi5 : YAY jeden Augenblick ist es online !! http://t.co/Nb1cWDHfA5 !! &lt;3 3 :)
positive	Und zum Kaffee :) Erdbeertorte mit Ricotta 🕑
positive	Superfine gambling den biloxi capital : . LUZ 053920
positive	RT @focusonline : + + + Weißer Rauch in Rom : Die Welt hat einen neuen #Papst - Papstwahl im Vatikan http://t.co/aFoGBHR6TP + + + #konklave
positive	"Sind jetzt die "" rechten "" #AfD stärker als die #piratenpartei ?!? Dass die nichtmal 3%  schaffen ?!? Krass hätt ich ... http://t.co/Mgbo3jgQca"
positive	Verkauf von Luftabwehrraketen geplant : Israel und USA warnen Russland vor Waffendeal mit #Syrien http://t.co/WpEBJMymVx
positive	die analyse zur papst wahl analyse .. :) Meedia : Viel schwarzer News - Rauch um Nichts http://t.co/sNpnM35Hxo
positive	"RT @GregorMo : Chef der FDP - Wahlkampagne im Spiegel : "" Die FDP hat sich für digitale Hausbesuche entschieden . "" Heimliche Onlinedurchsuchung ? …"
positive	RT @thomas_mohr : Großartig ! Franziskus der Zweite schon gefunden . RT @szda Papst ist Zwillingsbruder von Alfred Biolek ! http://t.co/rK5x ...
positive	Endlich wieder angenehmes Wetter :) #t-Shirt #sonne
positive	Der argentinische Papst singt am Balkon vom Petersdom : http://t.co/mw6E7WXAiq #Papst #Dontcryformeargentina ;-)
positive	Habemus papam !!! #Papst_Benedikt #Katholisch #Kirche #Petersplatz Sehr gespannt auf den neuen Papst :)
positive	ich habe mir auch franziskus ausgesucht. bin ich deshalb der neue papst ?
positive	Für die Hexenmeister im WoW Patch 5.4 kommen auch die Mounts mit grünen Flammen vor :)
positive	RT @rwolupo : 7%  der Erstwähler in Bayern wählen #Piraten . Das macht Mut ! Danke . #ltwby13
positive	Das mit dem weißen Rauch haben die liebe @zauberfrau und ich gestern schneller hingekriegt . Sind wir dann jetzt Papst ?
positive	RT @RegSprecher : Kanzlerin #Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen. h ...
positive	RT @RegSprecher : Kanzlerin #Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen. h ...
positive	"Reaktionen auf neuen Papst : "" Ein Zeichen der Stärke Lateinamerikas "" http://t.co/dIdFv3NzpT March 13,  2013  at 10:34 PM"
positive	Oder werden die intern ( zur CDU oder CSU ) versetzt ?.. im Osten ging das auch , vor der Wende Lehrer , nach der Wende Lehrer ... :)) ..
positive	RT @heibie : #Stromausfall im @SZ Hochhaus . Bin gespannt was für neue Magazine in neun Monaten auf den Markt kommen .
positive	#Hach RT @tj_tweets : Der Abend geht , @DoroBaer erfrischt weiterhin den Bundestag :) #mitternachtsberatung http://t.co/PmKyxJ1n6v
positive	Ein neuer Papst ist gewählt ! Wir halten uns aus diesem Thema heraus ;-)
positive	Je mehr ich über diesen Papst lese , umso weniger ist mir nach scherzen zumute ...
positive	Bouffier schließt Koalition mit der AfD definitiv aus http://t.co/VXinRxxQBv
positive	Von #SPD-Anhängern glauben noch 2/3 an die ursprüngliche Ausrichtung der Partei. http://t.co/lGx7xeUssy Hallo ? Aufwachen werte Ex - Genossen !
