
198	-2.705263158	R.I.P. George Kuchar. Was für ein schrecklicher, schrecklicher Verlust.
200	-1.178947368	Auf Wiedersehen Magic Kingdom!!! :'( :'( :'( Warten auf den Bus zurück zum Resort für DME :'( :'( :'(
203	-1.6875	Verdammte Bastarde vom Land
204	-0.494736842	Erste Regel der IT:  Computer lügen nicht.  Menschen schon.
208	-3.257731959	Und das Serienfinale von Lost gewinnt den Titel WORST FUCKING FINALE FUCKING EVER FUCKING D: D: D: @anonymous @anonymous @anonymous @anonymous
211	-0.659793814	Unisex-Badezimmer: Sehr pc, aber nicht sehr praktisch.
213	-3.080808081	Ich hasse Windows, verdammt.
214	-2.989473684	So sauer!!! Verdammter UPS!
216	-1.237113402	Ich habe Probleme mit dem Support eines Anbieters.  Zeit, meinen Vertriebsmitarbeiter aufzusuchen...
218	-2.114583333	Schon wieder überfährt mich ein HP-Mitarbeiter fast auf dem Parkplatz #stillbitter
225	-1.927835052	Verdammte Scheiße #luther
226	-0.56122449	Mein IPhone ist also zuverlässiger als das Time Warner-Kabel. Das ist eine echte Leistung.
228	-0.47826087	Der Aufstieg von Google, der Aufstieg von Facebook und der Niedergang von allen anderen http://url_removed
231	-1.652173913	Zeitung aus South Carolina entschuldigt sich für schmutziges Wort, ihr sensiblen Arschlöcher [PSA]:     [Link] [18 Kommentare] http://url_removed
233	-0.255319149	Zufälliger morgendlicher Test der Breitbandgeschwindigkeit: 13,2 MBit/s nach unten, 6,1 nach oben. Ich brauche ein neues Hobby.
237	-2.278350515	Wer zum Teufel klaut Abführmittel?  Wie dringend musst du kacken?
238	-1.546391753	Dieser Auftragnehmer, den jemand eingestellt hat, sollte dafür ausgepeitscht werden, dass er eine Website in .NET geschrieben hat, obwohl er wusste, dass wir ein Linux-Geschäft sind.
242	-2.221052632	Traurig. Verärgert. Verletzt. Verärgert. Frustriert. Bissig. Wütend. Eine Fülle von Gefühlen, aus denen man heute wählen kann.
243	-2.368421053	Fick dich Unicode, denkst du, du kannst den Scheiß zu mir nach Hause bringen?  Awwww hell no!
245	-2.357142857	Ich bin völlig ratlos, was ich zum Abendessen machen soll.  Ich hasse HASS hasse Reste. Schlagen Sie es nicht einmal vor. Ich hasse sie sogar mit Pathologie.  Hassen.
246	-1.84375	damnit
247	-2.893617021	Mürrisch, erschöpft und wieder krank. Verdammte Hölle.
249	-0.010752688	Wirklich... Wer würde nicht eine starke, lustige, sexy, intelligente Frau wollen? #stupidpersonalsshit
250	-0.368421053	@anonymous vielleicht haben wir 2 verschiedene Segmente gesehen. Das frühere war nicht so, wie Sie es beschrieben haben.
251	-2.326315789	Verdammt verdammt verdammt #Cowboys
256	-2.536082474	Also, 6 weitere Songs! Das Urteil? Schrecklich, langweilig, langweilig, langweilig, schlechtes Hentai-Spiel-Thema, schlechter Acid-Trip.
260	-1.836734694	Kein neues LOST!?!? Verdammt!
261	-3.0	VÖGELN MIT VERDAMMTEN IPHONES. Hasse hasse hasse.
267	-0.115789474	@anonymous Wie Sie wissen, verkauft Twin Six keine Fahrräder, sondern Bekleidung und Zubehör für Fahrräder.
270	-2.567010309	Ich bin zu verdammt müde, um heute Abend SBR zu machen, aber zu verdammt dumm, um abzusagen.  Ich bin scheiße.
271	-2.315789474	Ich hasse es, zu spät zu kommen. Igitt.
273	-1.842105263	Er strahlt wieder diese traurig-peinliche Sehnsuchtsenergie aus. Verdammt.
276	-1.040816327	Wenigstens funktionierte Comcast bei Regen. Jetzt muss ich entweder ins Büro oder zu Starbucks gehen, um zu arbeiten.
283	-1.989247312	Wie zum Teufel hat U2 meine Bibliothek infiltriert? Schlecht. Böse. Böse.
284	-3.347368421	Ja, der Kundendienst von AT&amp;T ist schrecklich.  Schrecklich, schrecklich, schrecklich. UGH.
285	-2.884210526	Ich hasse es, für den beschissenen Code anderer Leute verantwortlich gemacht zu werden.
289	-0.041666667	Wow - 12-Stunden-Tag...  Juhu.
295	-1.385416667	Blah blah blah. Schnee. Mehr Schnee. Blah blah blah.
298	-1.242105263	Höllisch nervös
299	-3.226804124	Ich denke, @anonymous ist ein wertloser kleiner Scheißer. Wenn ihn das beleidigt...  Nun, scheiß auf ihn, diesen wertlosen kleinen Scheißer. #RedEye
300	-0.03125	CNN wechselt endlich von den reinen Discovery-Nachrichten zu den Hurrikan-Nachrichten.
301	-3.347368421	mein vater ist ein idiot! der verdammte schwachkopf hat das auto zu schrott gefahren, gerade wenn wir 2 geld für die hochzeit sparen müssen, macht er etwas dummes http://url_removed
303	-0.572916667	Der Teufel steckt im Detail
305	-1.391304348	Ich habe mein Handy zu Hause vergessen. Na toll. Ich hoffe, ich brauche es nicht.
310	-1.93814433	Habe Angst vor 2 Duschlampen. Muss um 7 Uhr auf der Arbeit sein. Der Mund tut weh!
311	-0.442105263	"Ich liebe es, wenn ich diese Beschreibung von jemandem bekomme: ""Sie ist nett, aber in Wirklichkeit ist sie eine Art Schlampe."""
313	-1.726315789	Etwas enttäuscht von @anonymous. Niemand hat sich erkundigt, ob unser Essen in Ordnung war und bei meiner Focaccia mit Lachs und Brunnenkresse fehlte die Brunnenkresse
314	-0.608247423	Freund von Freund: Ich wette, Osama Bin Ladin hat gerade Hitler als Bürgermeister der Hölle auf foursquare abgelöst.
319	-2.632653061	Ok, jetzt bin ich deprimiert und stinksauer http://url_removed @anonymous #TheCove
325	-1.903225806	Ich bin es wirklich leid, dass Firefox-Updates ständig meine Add-ons zerstören.
326	-0.010638298	@anonymous hängt sehr stark von dem Fremden ab.
327	-0.632653061	Unglaublich, dass ich bis 13:30 Uhr zum Mittagessen durchgehalten habe. Das ist praktisch Essenszeit in meinem Zeitplan...
332	-1.755319149	So verärgert
333	-2.147368421	Ich hasse es wirklich, wenn ich die Technikabteilung anrufen muss, die um diese Zeit immer überlastet ist! Die Musik, die ich hören muss, während ich warte, nervt
339	-1.557894737	Noch wach. Das wird später so weh tun.
342	-1.948453608	Wie erwartet ist der Greyhound-Bus voll ... Gangplatz ist scheiße #Reisen
343	-0.659574468	Wie kann das schon die 2-Minuten-Warnung sein? War das die schnellste Halbzeit der Welt, die je gespielt wurde?
344	-2.126315789	Wunden Rücken, wunde Füße, wunde Beine, wunde Arme, auf einem Haufen in der Ecke des Cafés zurückgelassen, während @anonymous noch etwas einkauft
345	-1.536842105	@anonymous Ich habe den ganzen Tag über Kaffee getrunken, 4 Stunden Schlaf sind scheiße.
350	-0.864583333	Es ist nicht fair, dass Männer besser altern als Frauen, und Männer sind oberflächlicher... aber ich weiß, das Leben ist nicht fair :)
351	-3.263157895	Meine Mutter ist wegen der Beerdigung meiner Großmutter außer Landes und ich bin allein. Mein Vater erzählt mir, dass mein Opa im Krankenhaus liegt und sie Krebs gefunden haben.
352	-1.586956522	Der Vortrag von @anonymous war wahrscheinlich ein Fehler. Fühlte mich heute Morgen gut, jetzt fühle ich mich wieder beschissen. Muss wohl den Videospielabend heute Abend verpassen.
353	-2.510204082	Ich hasse meinen Ofen mit der Hitze von tausend glühenden Sonnen, was ironisch ist, da ich ihn hasse, WEIL er keine Wärme produziert.
355	-2.082474227	Erkältung, Husten und damit verbundene Beschwerden :(
359	-2.734042553	also alles in Betracht ziehen. Kein Job, kein Computer, kein Laptop, Internet-Probleme, ein neuer Ort. Hmm... Murphy ich hoffe du bist tot.
360	-1.936170213	Service 101. Wo ist das Feedback-Formular für die Kunden? Ich mache mir eine Notiz, Subway später eine E-Mail zu schicken; so schlecht sind die 2 Mädchen hinter dem Tresen.
361	-1.904255319	Ich bin wesentlich ungeduldiger, was den Scheiß angeht, als ich es früher war.
365	-2.585106383	@anonymous Ja, ich bin wütend und werde diskriminiert.  Ich bin wütend auf diejenigen, die mich diskriminieren.
369	-0.170212766	@anonymous versuchen Sie, sich erneut zu behaupten?
370	-2.329787234	Ein Toter und drei Verletzte nach Explosion in französischem Atomkraftwerk http://url_removed (h/t @anonymous)
372	-0.021276596	Ich bin am San Francisco International Airport (SFO) (SFO Flughafen, San Francisco) mit 121 anderen http://url_removed
373	-1.154639175	Big Ben scheitert wieder einmal am Situationsbewusstseinstest.
376	-0.173913043	Wir haben wieder beim Quiz verloren! Aber dieses Mal hatte ich viele richtige Antworten.
378	-2.206185567	ein Engel ist heute gestorben
380	-1.697916667	Ich fürchte, ich habe meinen Verstand verloren.  Ich werde versuchen, diese Schlaflosigkeit abzuschütteln und ein paar Stunden zu schlafen.  Gute Nacht/Morgen, bedeutungslose Flecken!
383	-1.673469388	Ich hatte Recht, als ich dachte, meine Augen hätten sich verändert, denn das taten sie. Kein Wunder, dass es schwieriger war, selbst mit Brille zu lesen... verdammte Augen, die immer schlechter werden!
385	-1.635416667	Ich mag es nicht, wenn ich durch das Geräusch einer gewaltsam geöffneten Schlafzimmertür geweckt werde.... Jetzt beginne ich meinen Tag
387	-1.195876289	Mir ist gerade klar geworden, dass ich Heroes heute Abend verpassen werde. Schade.
391	-0.177083333	"Zwergwurf-Follow-up: ""Es ist nicht Sache des Staates, zu entscheiden, welche Bürger werfen dürfen und welche nicht"" [Florida]: http://url_removed"
393	-1.819148936	Das ist einfach ignorant von Ihnen, wirklich.
397	-0.031914894	Eyjafjallajokull. Da habe ich es gesagt.
399	-1.391752577	Es ist an der Zeit, Restaurants zu boykottieren, die nur mit Bargeld bezahlen.
400	-2.336956522	Frau, 63, bei Hausbrand in Taylor tot gemeldet http://url_removed
405	-0.063157895	Ich werde ein bisschen verrückt. Habt ihr heute Abend schon was vor, Freunde? Hm?
408	-1.734042553	ein Junge kam und setzte sich neben mich auf dem Bahnhof, ich hustete &amp; erstickte an seinem Parfüm, sehr süßlich. Ich ging auf den Bahnsteig und da war er wieder :(
411	-1.714285714	Wegen solcher Pressefotos hasse ich Musik: http://url_removed
416	-1.546391753	Die Woche ist zum Teufel gegangen und es ist erst Dienstag. Wenigstens gibt es noch ein paar anständige Fernsehsendungen.
417	-1.734042553	Spider-Man Unlimited war eigentlich noch schrecklicher, als ich es in Erinnerung hatte.
418	-0.65625	Ich fürchte, mein Vater ist kaputt.  Er sieht sich gerade einen SyFy-Film an.
421	-0.494623656	Banane hat einen schlechten Ruf.
426	-1.655913978	Juhu. Ein Wespenstich. Genau in die Nase. Danke dafür.
427	-0.030927835	Wahrscheinlich muss ich etwas Zeit totschlagen zwischen der Arbeit und dem Treffen mit meinem Vater. Jemand für @anonymous in etwa einer Stunde?
428	-0.958762887	Das einzige Problem, das ich habe, wenn ich im Zug produktiv sein will, ist, dass ich dazu neige, meine Haltestelle zu verpassen.
431	-1.81443299	Kein guter Tag
432	-0.873684211	Fast zu Hause. Ich fühle mich wie der wandelnde Tod!
437	-0.12244898	@anonymous Sie brauchen auf jeden Fall eine 61
439	-0.180851064	Ist es schlimm, dass der Barkeeper auf der Bowlingbahn meinen Namen kennt?
441	-1.030927835	Nein! Warum versuchst du mit mir zu reden, wenn ich auf dem Weg zur Toilette bin?!? Ich muss pinkeln! Lass mich in Ruhe! Ich bin in 30 Sekunden draußen, ich schwöre.
443	-0.563829787	@anonymous Ich glaube, Sie müssen meinen Tweet noch einmal lesen.
447	-0.34375	Abendessen: eine gelbe Tomate.
454	-2.505263158	Dieser beschissene PC ist gerade wieder abgestürzt. Da wird morgen früh jemand eine Überraschung erleben.
456	-0.309278351	Ich erinnere mich noch an die Zeit, als das Herunterladen von Service Packs länger dauerte als die eigentliche Anwendung.
459	-1.880434783	Heute machen mir die Allergien einen Strich durch die Rechnung. Ich fühle mich davon schwindelig.
462	-0.747368421	@anonymous Haben Sie eine, aber die Updates sind lästig leh.. so ich nur überprüfen Twitter, wenn ich WIRKLICH gelangweilt über Web ;)
463	-0.969387755	Meine schottischen Vorfahren sind entsetzt, dass M Keramikkuchengewichte gekauft hat &amp; die Linsen, die ich seit 2003 verwendet habe, habe ich weggeworfen.
464	-1.113402062	Alkoholkonsum und soziale Medien sind kein Gewinn.
465	-2.350515464	ICH HASSE AUTOMOBILE Sie sind einfach wertlos. JETPACKS BITTE.
468	-0.589473684	"Die Antwort auf die selbst gestellte rhetorische Frage ""Was habe ich mir nur dabei gedacht?"" lautet in der Regel: ""Gar nichts!"""
469	-1.680412371	Zeit für einen Ölwechsel...grummel, grummel....ugh.  Keine gute Art, den Tag zu beginnen.
470	-1.178947368	PMS... so eine gottgegebene Ausrede, um sich schlecht zu benehmen.
471	-1.715789474	Alles, was ich jetzt sagen kann, ist, dass geschwollene Drüsen keinen Spaß machen #ouch
472	-1.677083333	Postdienst meldet massiven Verlust von 5 Milliarden Dollar: Der U.S. Postal Service meldete einen Jahresverlust von 5,1 Mrd. $ ... http://url_removed
477	-1.505263158	Nähern Sie sich niemals einem Moshpit, wenn Sie eine Brille tragen. Die Wahrscheinlichkeit ist groß, dass du sie verlierst. Lektion auf die harte Tour gelernt.
482	-0.690721649	Ich habe gerade einen Anruf, eine E-Mail und eine Textnachricht erhalten, alles fast gleichzeitig. All die Alarmtöne zur gleichen Zeit waren zu verwirrend.
483	-0.410526316	Warum eine eingeschränkte Suche die Suche nach Informationen erschwert - UX Movement: http://url_removed
484	-2.684210526	Scheiße, warum kann sie mich nicht einfach in Ruhe lassen.
485	-0.052631579	"Aber die Werbung hat mich dazu gebracht, darüber zu twittern. Je nachdem, wie Miracle Whip den Begriff ""eklig"" bewertet, könnte das ein Gewinn für sie sein"
486	-1.773195876	Ich glaube mich zu erinnern, dass alle Amy Winehouse gehasst haben. Wann zum Teufel hat sich das geändert?
489	-1.178947368	Wow. Ich bin rausgefallen. Das habe ich noch nie gemacht. #Schrecklich
492	-1.783505155	Die Batterien im Polizeiscanner sind leer. Ich fühle mich so abgeschnitten von der Welt :(
494	-1.557894737	Verdammt, ich habe meine Mutter angerufen und jetzt bin ich wirklich spät dran.
495	-0.142857143	@anonymous Ich war auf den Knien...
496	-1.683673469	Mir steht eine laaaange Nacht mit einem wählerischen Baby bevor :(
498	-0.891304348	WENN ich mich mit nur einem Wort beschreiben könnte, dann wäre ich ein furchtbar langweiliger und uninteressanter Mensch.
501	-0.776595745	Seized at Dulles: Cocaine Clams: http://url_removed #donoteat
509	-1.835051546	Hört auf, über diesen verdammten Film zu twittern! schreibt euch gegenseitig!
511	-2.125	Plötzlich ein überwältigendes Gefühl des Untergangs... soll ich in Panik geraten oder eine Xanax nehmen? Xanax, denke ich. DOOM ist ungerechtfertigt, also mental.
513	-1.663157895	Vorwarnung Memphis: Verrückte Anzahl von Wracks, angehaltener Verkehr &amp; mehr Wracks.
516	-0.086021505	Ein Überblick über WordPress Theme-Dateien und was sie alle tun http://url_removed #wordpress
517	-1.063157895	Wenn wir zurückgewiesen werden, ist es unsere menschliche Natur, unsere Meinung über sie zu ändern, um uns vor weiteren Verletzungen zu schützen. Ich bin dessen schuldig.
518	-0.714285714	Ich vermisse Tom Glavine.
520	-0.515789474	Fünf Anzeichen dafür, dass Ihr Paid Search Manager ein Schwindler ist http://url_removed #ppc
522	-1.397959184	Ich kämpfe mit einer Erkältung und bin mir nicht sicher, ob ich den Kampf gewinnen kann. Gut, dass wir morgen wieder aufbrechen! Arghh...
523	-1.387755102	Weitere Stellenstreichungen im Zuge des Schuldenabkommens http://url_removed
524	-3.12371134	Heute vor zehn Jahren ist mein Vater verstorben. Ich hasse den Vatertag.
528	-3.142857143	Mein Auto wurde gerade aufgeschlüsselt, als ich für zehn Minuten in den Whole Foods eintrat. Scheißkerle.
531	-1.642105263	Meine Pizzeria hat heute früher geschlossen :(
534	-1.895833333	habe ich in letzter Zeit erwähnt, wie müde ich von Hustenanfällen bin? yeesh :(
538	-2.663157895	Ich fühle mich heute so schrecklich. Ich fühle mich so schuldig, weil ich es nicht zur Arbeit geschafft habe.
539	-0.670212766	Eine Reihe unmöglicher euphorischer Tage, gefolgt von einem nicht so glücklichen Tag. Nun, was kann man schon erwarten. #comeuppance
540	-2.06185567	Oh, ich hasse es, am Telefon zu sprechen. Vor allem, wenn ich verhandle, und noch mehr, wenn mich alle im Büro hören können!
543	-2.117021277	Halten Sie an. WARTEN. Hat mich dieser Kater ernsthaft um 5 Uhr morgens nach DIESEM Wochenende geweckt? Unhöflich. Mein Körper hasst mich heute. Autsch.
548	-0.010752688	Foto: http://url_removed
549	-1.547368421	Ich bin es leid, die Vertretung zu sein.
553	-0.870967742	Die Technologie schafft nicht mehr in dem Maße neue Arbeitsplätze, wie alte, in anderen Bereichen der Wirtschaft obsolet gewordene Arbeitsplätze ersetzt werden. http://url_removed
554	-0.234042553	@anonymous Moment mal, drucken die Leute immer noch Sachen aus?
557	-2.898989899	Gerade als ich dachte, ich könnte die Sex Pistols nicht noch mehr hassen, als ich es ohnehin schon tue, machen sie ein verdammtes Parfüm.  Fick dich, John Lydon.
564	-0.010638298	Legislativausschuss prüft erste Karte http://url_removed
566	-1.617021277	Bin beim Lesen auf dem Sofa eingeschlafen. Aufgewacht &amp; zum krönenden Abschluss habe ich heute eine Kontaktlinse verloren, als ich sie herausnehmen wollte. #oneofthosedays
567	-1.515463918	Das Schlimmste an der Friedhofsarbeit im Winter ist, dass man erst geht, wenn es dunkel wird, und geht, wenn es schon dunkel ist.
569	-1.442105263	Ich habe meinen Lieblingsstift verloren :l
574	-2.042105263	Nun, das ist deprimierend: http://url_removed
581	-1.473684211	Falscher Anschein von Sicherheit ist genauso schlimm wie gar keine Sicherheit...
583	-1.206185567	Wow, ich bin ein bisschen verkatert. Ich habe nicht einmal so viel getrunken. #gettingold #sadface
584	-0.063157895	Ich frage mich, ob diese #Hipstertrap in Corvallis funktionieren wird http://url_removed
585	-1.29787234	Das Problem, wenn man es sich an einem regnerischen Tag auf der Couch gemütlich macht, um das Spiel zu sehen, ist, dass das Spiel verregnet werden könnte :/
589	-2.979381443	Ich werde mindestens eine Stunde zu spät zur Arbeit kommen, weil die Leute dumm sind.
592	-1.543478261	Es regnet wieder, und es wäre schade, wenn die Straßen wieder überflutet wären.
593	-1.210526316	so viele menschen sind verärgert über die änderungen bei facebook. sie sollten ihr geld zurückverlangen. oh. warte.
594	-2.787234043	WTF. Irgendein Idiot hat meine Eltern bedroht, weil er sein Auto vor unserem Haus geparkt hatte &amp; jemand hat die Luft aus den Reifen gelassen. Polizei tut nichts
595	-2.177083333	Ich hasse es wirklich, mit all den Müttern an der Bushaltestelle zu sein.
596	-0.432989691	Ich muss mehr von meinen tollen Filmen sehen. Mein Bücherregal ist voll von wunderbaren, wunderbaren Standardwerken... und ich bin immer zu beschäftigt. LAME.
597	-1.375	Von wegen Diät, es waren ein paar schreckliche Tage auf der Welt, und wenn ich will, esse ich Eis aus der Wanne.
605	-0.78125	Siri lacht nicht über meine Witze. Sie wird mich wahrscheinlich bald abservieren.
607	-1.479166667	Urgh. Ich hasse es, wenn das Baby mit dem Gesicht nach unten schläft. Jedes Mal, wenn ich sie umdrehe, rollt sie zurück. Ich werde jetzt einfach nur dasitzen und zusehen.
608	-0.721649485	@anonymous Ich habe tatsächlich mehrere wirklich süße Bilder von ihm, wie er mit dem Ballon spielt, aber die mit dem Hut sind totaler Mist :(
609	-0.484536082	@anonymous Ich bin in diese Diskussionen nicht eingeweiht.
610	-0.052631579	Jetzt geht's los...
612	-1.367346939	Jemand hat etwas zu Protokoll gegeben, von dem ich weiß, dass es ihn später in ernsthafte Schwierigkeiten bringen wird. Es bleibt zwar in dem Stück, aber ich fühle mich schlecht.
613	-0.09375	Google News behält Ihre Suchanfrage von http://url_removed bei, wenn Sie auf den Link News auf der linken Seite klicken http://url_removed
614	-0.979166667	@anonymous Haben Sie sich überhaupt die Mühe gemacht, den von mir verlinkten Artikel zu lesen?
